> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
10 Producers and 2 Consumers to be initilized 

| Produced ->2     | Thread-2      | Store Id ->2    | Sale Amt. ->525.26526        
| Consumed ->72     | Thread-11      | Store Id ->7    | Sale Amt. ->975.5431        
| Produced ->73     | Thread-7      | Store Id ->7    | Sale Amt. ->290.73178        
| Consumed ->73     | Thread-10      | Store Id ->8    | Sale Amt. ->466.48428        
| Produced ->74     | Thread-7      | Store Id ->7    | Sale Amt. ->432.53632        
| Consumed ->74     | Thread-11      | Store Id ->5    | Sale Amt. ->134.86691        
| Produced ->75     | Thread-3      | Store Id ->3    | Sale Amt. ->331.51566        
| Consumed ->75     | Thread-10      | Store Id ->7    | Sale Amt. ->443.5074        
| Consumed ->76     | Thread-11      | Store Id ->8    | Sale Amt. ->750.55505        
| Produced ->76     | Thread-5      | Store Id ->5    | Sale Amt. ->451.5387        
| Produced ->77     | Thread-1      | Store Id ->1    | Sale Amt. ->823.95404        
| Consumed ->77     | Thread-10      | Store Id ->8    | Sale Amt. ->403.77142        
| Consumed ->78     | Thread-10      | Store Id ->7    | Sale Amt. ->290.73178        
| Produced ->78     | Thread-4      | Store Id ->4    | Sale Amt. ->880.6752        
| Consumed ->79     | Thread-11      | Store Id ->7    | Sale Amt. ->432.53632        
| Produced ->79     | Thread-7      | Store Id ->7    | Sale Amt. ->758.3922        
| Consumed ->80     | Thread-11      | Store Id ->3    | Sale Amt. ->331.51566        
| Produced ->80     | Thread-7      | Store Id ->7    | Sale Amt. ->710.0938        
| Produced ->81     | Thread-3      | Store Id ->3    | Sale Amt. ->124.068245        
| Consumed ->81     | Thread-10      | Store Id ->5    | Sale Amt. ->451.5387        
| Produced ->82     | Thread-4      | Store Id ->4    | Sale Amt. ->412.31763        
| Consumed ->82     | Thread-11      | Store Id ->1    | Sale Amt. ->823.95404        
| Consumed ->83     | Thread-10      | Store Id ->4    | Sale Amt. ->880.6752        
| Produced ->83     | Thread-3      | Store Id ->3    | Sale Amt. ->267.92175        
| Produced ->84     | Thread-5      | Store Id ->5    | Sale Amt. ->975.5485        
| Consumed ->84     | Thread-11      | Store Id ->7    | Sale Amt. ->758.3922        
| Produced ->85     | Thread-4      | Store Id ->4    | Sale Amt. ->162.74039        
| Consumed ->85     | Thread-10      | Store Id ->7    | Sale Amt. ->710.0938        
| Consumed ->86     | Thread-10      | Store Id ->3    | Sale Amt. ->124.068245        
| Produced ->86     | Thread-5      | Store Id ->5    | Sale Amt. ->753.76935        
| Consumed ->87     | Thread-11      | Store Id ->4    | Sale Amt. ->412.31763        
| Produced ->87     | Thread-7      | Store Id ->7    | Sale Amt. ->426.02295        
| Produced ->88     | Thread-4      | Store Id ->4    | Sale Amt. ->164.88887        
| Consumed ->88     | Thread-10      | Store Id ->3    | Sale Amt. ->267.92175        
| Consumed ->89     | Thread-11      | Store Id ->5    | Sale Amt. ->975.5485        
| Produced ->89     | Thread-1      | Store Id ->1    | Sale Amt. ->511.058        
| Consumed ->90     | Thread-10      | Store Id ->4    | Sale Amt. ->162.74039        
| Produced ->90     | Thread-4      | Store Id ->4    | Sale Amt. ->564.072        
| Produced ->91     | Thread-8      | Store Id ->8    | Sale Amt. ->898.96265        
| Consumed ->91     | Thread-11      | Store Id ->5    | Sale Amt. ->753.76935        
| Produced ->92     | Thread-5      | Store Id ->5    | Sale Amt. ->673.1116        
| Consumed ->92     | Thread-11      | Store Id ->7    | Sale Amt. ->426.02295        
| Produced ->93     | Thread-9      | Store Id ->9    | Sale Amt. ->889.39746        
| Consumed ->93     | Thread-10      | Store Id ->4    | Sale Amt. ->164.88887        
| Produced ->94     | Thread-4      | Store Id ->4    | Sale Amt. ->127.94081        
| Consumed ->94     | Thread-11      | Store Id ->1    | Sale Amt. ->511.058        
| Consumed ->95     | Thread-11      | Store Id ->4    | Sale Amt. ->564.072        
| Produced ->95     | Thread-0      | Store Id ->0    | Sale Amt. ->438.19223        
| Consumed ->96     | Thread-11      | Store Id ->8    | Sale Amt. ->898.96265        
| Produced ->96     | Thread-0      | Store Id ->0    | Sale Amt. ->273.96213        
| Consumed ->97     | Thread-10      | Store Id ->5    | Sale Amt. ->673.1116        
| Produced ->97     | Thread-0      | Store Id ->0    | Sale Amt. ->561.74536        
| Consumed ->98     | Thread-11      | Store Id ->9    | Sale Amt. ->889.39746        
| Produced ->98     | Thread-8      | Store Id ->8    | Sale Amt. ->152.92381        
| Consumed ->99     | Thread-11      | Store Id ->4    | Sale Amt. ->127.94081        
| Produced ->99     | Thread-0      | Store Id ->0    | Sale Amt. ->277.59113        
| Consumed ->100     | Thread-10      | Store Id ->0    | Sale Amt. ->438.19223        
| Produced ->100     | Thread-1      | Store Id ->1    | Sale Amt. ->230.07895        
| Produced ->101     | Thread-8      | Store Id ->8    | Sale Amt. ->489.8864        
| Consumed ->101     | Thread-10      | Store Id ->0    | Sale Amt. ->273.96213        
| Produced ->102     | Thread-4      | Store Id ->4    | Sale Amt. ->590.4398        
| Consumed ->102     | Thread-11      | Store Id ->0    | Sale Amt. ->561.74536        
| Produced ->103     | Thread-9      | Store Id ->9    | Sale Amt. ->995.14465        
| Consumed ->103     | Thread-11      | Store Id ->8    | Sale Amt. ->152.92381        
| Consumed ->104     | Thread-11      | Store Id ->0    | Sale Amt. ->277.59113        
| Produced ->104     | Thread-1      | Store Id ->1    | Sale Amt. ->587.34106        
| Consumed ->105     | Thread-11      | Store Id ->1    | Sale Amt. ->230.07895        
| Produced ->105     | Thread-6      | Store Id ->6    | Sale Amt. ->97.739525        
| Consumed ->106     | Thread-10      | Store Id ->8    | Sale Amt. ->489.8864        
| Produced ->106     | Thread-5      | Store Id ->5    | Sale Amt. ->611.80896        
| Produced ->107     | Thread-9      | Store Id ->9    | Sale Amt. ->364.2494        
| Consumed ->107     | Thread-11      | Store Id ->4    | Sale Amt. ->590.4398        
| Produced ->108     | Thread-5      | Store Id ->5    | Sale Amt. ->943.77124        
| Consumed ->108     | Thread-10      | Store Id ->9    | Sale Amt. ->995.14465        
| Produced ->109     | Thread-4      | Store Id ->4    | Sale Amt. ->40.38067        
| Consumed ->109     | Thread-11      | Store Id ->1    | Sale Amt. ->587.34106        
| Produced ->110     | Thread-1      | Store Id ->1    | Sale Amt. ->137.65504        
| Consumed ->110     | Thread-10      | Store Id ->6    | Sale Amt. ->97.739525        
| Produced ->111     | Thread-8      | Store Id ->8    | Sale Amt. ->834.1027        
| Consumed ->111     | Thread-11      | Store Id ->5    | Sale Amt. ->611.80896        
| Produced ->112     | Thread-9      | Store Id ->9    | Sale Amt. ->136.2622        
| Consumed ->112     | Thread-11      | Store Id ->9    | Sale Amt. ->364.2494        
| Consumed ->113     | Thread-10      | Store Id ->5    | Sale Amt. ->943.77124        
| Produced ->113     | Thread-2      | Store Id ->2    | Sale Amt. ->888.2163        
| Produced ->114     | Thread-8      | Store Id ->8    | Sale Amt. ->476.34113        
| Consumed ->114     | Thread-10      | Store Id ->4    | Sale Amt. ->40.38067        
| Produced ->115     | Thread-0      | Store Id ->0    | Sale Amt. ->652.44055        
| Consumed ->115     | Thread-10      | Store Id ->1    | Sale Amt. ->137.65504        
| Produced ->116     | Thread-5      | Store Id ->5    | Sale Amt. ->15.528438        
| Consumed ->116     | Thread-11      | Store Id ->8    | Sale Amt. ->834.1027        
| Consumed ->117     | Thread-10      | Store Id ->9    | Sale Amt. ->136.2622        
| Produced ->117     | Thread-9      | Store Id ->9    | Sale Amt. ->358.88168        
| Produced ->118     | Thread-2      | Store Id ->2    | Sale Amt. ->406.6927        
| Consumed ->118     | Thread-10      | Store Id ->2    | Sale Amt. ->888.2163        
| Produced ->119     | Thread-3      | Store Id ->3    | Sale Amt. ->322.20486        
| Consumed ->119     | Thread-10      | Store Id ->8    | Sale Amt. ->476.34113        
| Produced ->120     | Thread-5      | Store Id ->5    | Sale Amt. ->504.3872        
| Consumed ->120     | Thread-11      | Store Id ->0    | Sale Amt. ->652.44055        
| Consumed ->121     | Thread-10      | Store Id ->5    | Sale Amt. ->15.528438        
| Produced ->121     | Thread-2      | Store Id ->2    | Sale Amt. ->998.68726        
| Produced ->122     | Thread-2      | Store Id ->2    | Sale Amt. ->645.83575        
| Consumed ->122     | Thread-11      | Store Id ->9    | Sale Amt. ->358.88168        
| Produced ->123     | Thread-2      | Store Id ->2    | Sale Amt. ->884.3644        
| Consumed ->123     | Thread-10      | Store Id ->2    | Sale Amt. ->406.6927        
| Produced ->124     | Thread-8      | Store Id ->8    | Sale Amt. ->739.4249        
| Consumed ->124     | Thread-11      | Store Id ->3    | Sale Amt. ->322.20486        
| Produced ->125     | Thread-3      | Store Id ->3    | Sale Amt. ->457.1086        
| Consumed ->125     | Thread-10      | Store Id ->5    | Sale Amt. ->504.3872        
| Produced ->126     | Thread-2      | Store Id ->2    | Sale Amt. ->732.01056        
| Consumed ->126     | Thread-10      | Store Id ->2    | Sale Amt. ->998.68726        
| Produced ->127     | Thread-3      | Store Id ->3    | Sale Amt. ->737.68976        
| Consumed ->127     | Thread-11      | Store Id ->2    | Sale Amt. ->645.83575        
| Consumed ->128     | Thread-11      | Store Id ->2    | Sale Amt. ->884.3644        
| Produced ->128     | Thread-2      | Store Id ->2    | Sale Amt. ->498.67087        
| Consumed ->129     | Thread-10      | Store Id ->8    | Sale Amt. ->739.4249        
| Produced ->129     | Thread-6      | Store Id ->6    | Sale Amt. ->776.5965        
| Produced ->130     | Thread-6      | Store Id ->6    | Sale Amt. ->214.1796        
| Consumed ->130     | Thread-11      | Store Id ->3    | Sale Amt. ->457.1086        
| Produced ->131     | Thread-5      | Store Id ->5    | Sale Amt. ->986.36597        
| Consumed ->131     | Thread-10      | Store Id ->2    | Sale Amt. ->732.01056        
| Consumed ->132     | Thread-10      | Store Id ->3    | Sale Amt. ->737.68976        
| Produced ->132     | Thread-6      | Store Id ->6    | Sale Amt. ->56.40912        
| Consumed ->133     | Thread-11      | Store Id ->2    | Sale Amt. ->498.67087        
| Produced ->133     | Thread-7      | Store Id ->7    | Sale Amt. ->797.87866        
| Produced ->134     | Thread-6      | Store Id ->6    | Sale Amt. ->592.4047        
| Consumed ->134     | Thread-10      | Store Id ->6    | Sale Amt. ->776.5965        
| Produced ->135     | Thread-6      | Store Id ->6    | Sale Amt. ->93.7138        
| Produced ->136     | Thread-2      | Store Id ->2    | Sale Amt. ->799.9893        
| Consumed ->136     | Thread-10      | Store Id ->5    | Sale Amt. ->986.36597        
| Consumed ->136     | Thread-11      | Store Id ->6    | Sale Amt. ->214.1796        
| Consumed ->137     | Thread-10      | Store Id ->6    | Sale Amt. ->56.40912        
| Produced ->137     | Thread-2      | Store Id ->2    | Sale Amt. ->376.4221        
| Produced ->138     | Thread-5      | Store Id ->5    | Sale Amt. ->47.841927        
| Consumed ->138     | Thread-11      | Store Id ->7    | Sale Amt. ->797.87866        
| Produced ->139     | Thread-4      | Store Id ->4    | Sale Amt. ->366.1905        
| Consumed ->139     | Thread-10      | Store Id ->6    | Sale Amt. ->592.4047        
| Consumed ->141     | Thread-10      | Store Id ->2    | Sale Amt. ->799.9893        
| Produced ->141     | Thread-6      | Store Id ->6    | Sale Amt. ->245.76228        
| Produced ->141     | Thread-3      | Store Id ->3    | Sale Amt. ->592.70294        
| Consumed ->141     | Thread-11      | Store Id ->6    | Sale Amt. ->93.7138        
| Consumed ->142     | Thread-10      | Store Id ->2    | Sale Amt. ->376.4221        
| Produced ->142     | Thread-2      | Store Id ->2    | Sale Amt. ->786.34753        
| Consumed ->143     | Thread-11      | Store Id ->5    | Sale Amt. ->47.841927        
| Produced ->143     | Thread-8      | Store Id ->8    | Sale Amt. ->412.3987        
| Consumed ->144     | Thread-11      | Store Id ->4    | Sale Amt. ->366.1905        
| Produced ->144     | Thread-6      | Store Id ->6    | Sale Amt. ->80.97116        
| Consumed ->145     | Thread-10      | Store Id ->6    | Sale Amt. ->245.76228        
| Produced ->145     | Thread-0      | Store Id ->0    | Sale Amt. ->127.089134        
| Produced ->146     | Thread-2      | Store Id ->2    | Sale Amt. ->95.89666        
| Consumed ->146     | Thread-10      | Store Id ->3    | Sale Amt. ->592.70294        
| Consumed ->147     | Thread-11      | Store Id ->2    | Sale Amt. ->786.34753        
| Produced ->147     | Thread-6      | Store Id ->6    | Sale Amt. ->848.49896        
| Produced ->148     | Thread-0      | Store Id ->0    | Sale Amt. ->707.948        
| Consumed ->148     | Thread-10      | Store Id ->8    | Sale Amt. ->412.3987        
| Consumed ->149     | Thread-11      | Store Id ->6    | Sale Amt. ->80.97116        
| Produced ->149     | Thread-6      | Store Id ->6    | Sale Amt. ->260.97858        
| Produced ->150     | Thread-0      | Store Id ->0    | Sale Amt. ->133.31667        
| Consumed ->150     | Thread-10      | Store Id ->0    | Sale Amt. ->127.089134        
| Consumed ->151     | Thread-11      | Store Id ->2    | Sale Amt. ->95.89666        
| Produced ->151     | Thread-2      | Store Id ->2    | Sale Amt. ->462.81836        
| Produced ->152     | Thread-6      | Store Id ->6    | Sale Amt. ->63.60694        
| Consumed ->152     | Thread-10      | Store Id ->6    | Sale Amt. ->848.49896        
| Consumed ->153     | Thread-11      | Store Id ->0    | Sale Amt. ->707.948        
| Produced ->153     | Thread-6      | Store Id ->6    | Sale Amt. ->149.20494        
| Consumed ->154     | Thread-11      | Store Id ->6    | Sale Amt. ->260.97858        
| Consumed ->155     | Thread-10      | Store Id ->0    | Sale Amt. ->133.31667        
| Produced ->155     | Thread-2      | Store Id ->2    | Sale Amt. ->956.30585        
| Produced ->155     | Thread-8      | Store Id ->8    | Sale Amt. ->131.56906        
| Consumed ->157     | Thread-10      | Store Id ->6    | Sale Amt. ->63.60694        
| Produced ->157     | Thread-3      | Store Id ->3    | Sale Amt. ->195.14944        
| Produced ->157     | Thread-5      | Store Id ->5    | Sale Amt. ->353.11984        
| Consumed ->157     | Thread-11      | Store Id ->2    | Sale Amt. ->462.81836        
| Produced ->158     | Thread-6      | Store Id ->6    | Sale Amt. ->656.6436        
| Consumed ->158     | Thread-11      | Store Id ->6    | Sale Amt. ->149.20494        
| Consumed ->159     | Thread-10      | Store Id ->8    | Sale Amt. ->131.56906        
| Produced ->159     | Thread-1      | Store Id ->1    | Sale Amt. ->34.58433        
| Produced ->160     | Thread-1      | Store Id ->1    | Sale Amt. ->485.92096        
| Consumed ->160     | Thread-10      | Store Id ->2    | Sale Amt. ->956.30585        
| Consumed ->161     | Thread-11      | Store Id ->3    | Sale Amt. ->195.14944        
| Produced ->161     | Thread-9      | Store Id ->9    | Sale Amt. ->86.77393        
| Consumed ->162     | Thread-10      | Store Id ->5    | Sale Amt. ->353.11984        
| Produced ->162     | Thread-3      | Store Id ->3    | Sale Amt. ->861.40625        
| Consumed ->163     | Thread-10      | Store Id ->6    | Sale Amt. ->656.6436        
| Produced ->163     | Thread-2      | Store Id ->2    | Sale Amt. ->917.0289        
| Produced ->164     | Thread-6      | Store Id ->6    | Sale Amt. ->165.54318        
| Consumed ->164     | Thread-11      | Store Id ->1    | Sale Amt. ->34.58433        
| Produced ->165     | Thread-3      | Store Id ->3    | Sale Amt. ->512.09247        
| Consumed ->165     | Thread-10      | Store Id ->1    | Sale Amt. ->485.92096        
| Consumed ->166     | Thread-11      | Store Id ->9    | Sale Amt. ->86.77393        
| Produced ->166     | Thread-5      | Store Id ->5    | Sale Amt. ->150.31845        
| Consumed ->167     | Thread-10      | Store Id ->3    | Sale Amt. ->861.40625        
| Consumed ->168     | Thread-11      | Store Id ->2    | Sale Amt. ->917.0289        
| Produced ->168     | Thread-6      | Store Id ->6    | Sale Amt. ->13.61664        
| Produced ->168     | Thread-2      | Store Id ->2    | Sale Amt. ->365.34912        
