Starting a Gradle Daemon, 5 busy Daemons could not be reused, use --status for details
> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
5 Producers and 2 Consumers to be initilized 

| Produced ->2     | Thread-3      | Store Id ->3    | Sale Amt. ->245.76694        
| Consumed ->68     | Thread-6      | Store Id ->0    | Sale Amt. ->156.62253        
| Produced ->69     | Thread-0      | Store Id ->0    | Sale Amt. ->909.26953        
| Consumed ->69     | Thread-5      | Store Id ->1    | Sale Amt. ->296.72586        
| Consumed ->70     | Thread-5      | Store Id ->0    | Sale Amt. ->771.0114        
| Produced ->70     | Thread-0      | Store Id ->0    | Sale Amt. ->88.273        
| Produced ->71     | Thread-2      | Store Id ->2    | Sale Amt. ->940.40533        
| Consumed ->71     | Thread-6      | Store Id ->1    | Sale Amt. ->811.7309        
| Produced ->72     | Thread-1      | Store Id ->1    | Sale Amt. ->670.91        
| Consumed ->72     | Thread-5      | Store Id ->4    | Sale Amt. ->174.59734        
| Consumed ->73     | Thread-6      | Store Id ->4    | Sale Amt. ->598.6986        
| Produced ->73     | Thread-2      | Store Id ->2    | Sale Amt. ->593.4982        
| Consumed ->74     | Thread-5      | Store Id ->0    | Sale Amt. ->909.26953        
| Produced ->74     | Thread-2      | Store Id ->2    | Sale Amt. ->720.8358        
| Produced ->75     | Thread-1      | Store Id ->1    | Sale Amt. ->39.56653        
| Consumed ->75     | Thread-6      | Store Id ->0    | Sale Amt. ->88.273        
| Consumed ->76     | Thread-5      | Store Id ->2    | Sale Amt. ->940.40533        
| Produced ->76     | Thread-4      | Store Id ->4    | Sale Amt. ->453.67343        
| Consumed ->78     | Thread-6      | Store Id ->1    | Sale Amt. ->670.91        
| Produced ->78     | Thread-0      | Store Id ->0    | Sale Amt. ->505.69885        
| Produced ->78     | Thread-2      | Store Id ->2    | Sale Amt. ->527.1363        
| Consumed ->78     | Thread-5      | Store Id ->2    | Sale Amt. ->593.4982        
| Consumed ->79     | Thread-5      | Store Id ->2    | Sale Amt. ->720.8358        
| Produced ->79     | Thread-4      | Store Id ->4    | Sale Amt. ->332.29727        
| Produced ->80     | Thread-4      | Store Id ->4    | Sale Amt. ->998.02795        
| Consumed ->80     | Thread-6      | Store Id ->1    | Sale Amt. ->39.56653        
| Consumed ->81     | Thread-5      | Store Id ->4    | Sale Amt. ->453.67343        
| Produced ->81     | Thread-2      | Store Id ->2    | Sale Amt. ->798.7794        
| Produced ->82     | Thread-4      | Store Id ->4    | Sale Amt. ->629.92633        
| Consumed ->82     | Thread-5      | Store Id ->0    | Sale Amt. ->505.69885        
| Consumed ->83     | Thread-6      | Store Id ->2    | Sale Amt. ->527.1363        
| Produced ->83     | Thread-0      | Store Id ->0    | Sale Amt. ->703.3253        
| Produced ->84     | Thread-1      | Store Id ->1    | Sale Amt. ->696.54083        
| Consumed ->85     | Thread-5      | Store Id ->4    | Sale Amt. ->998.02795        
| Consumed ->84     | Thread-6      | Store Id ->4    | Sale Amt. ->332.29727        
| Produced ->85     | Thread-3      | Store Id ->3    | Sale Amt. ->199.24422        
| Consumed ->86     | Thread-6      | Store Id ->2    | Sale Amt. ->798.7794        
| Produced ->86     | Thread-2      | Store Id ->2    | Sale Amt. ->636.25793        
| Consumed ->87     | Thread-5      | Store Id ->4    | Sale Amt. ->629.92633        
| Produced ->87     | Thread-4      | Store Id ->4    | Sale Amt. ->448.67682        
| Consumed ->88     | Thread-5      | Store Id ->0    | Sale Amt. ->703.3253        
| Consumed ->90     | Thread-6      | Store Id ->1    | Sale Amt. ->696.54083        
| Consumed ->90     | Thread-5      | Store Id ->3    | Sale Amt. ->199.24422        
| Produced ->90     | Thread-1      | Store Id ->1    | Sale Amt. ->150.63956        
| Produced ->90     | Thread-3      | Store Id ->3    | Sale Amt. ->768.0769        
| Produced ->90     | Thread-0      | Store Id ->0    | Sale Amt. ->532.713        
| Produced ->91     | Thread-4      | Store Id ->4    | Sale Amt. ->675.20734        
| Consumed ->91     | Thread-6      | Store Id ->2    | Sale Amt. ->636.25793        
| Consumed ->92     | Thread-5      | Store Id ->4    | Sale Amt. ->448.67682        
| Produced ->92     | Thread-2      | Store Id ->2    | Sale Amt. ->550.13196        
| Consumed ->93     | Thread-5      | Store Id ->0    | Sale Amt. ->532.713        
| Produced ->93     | Thread-0      | Store Id ->0    | Sale Amt. ->18.093704        
| Produced ->94     | Thread-1      | Store Id ->1    | Sale Amt. ->902.87427        
| Consumed ->94     | Thread-6      | Store Id ->1    | Sale Amt. ->150.63956        
| Consumed ->95     | Thread-6      | Store Id ->3    | Sale Amt. ->768.0769        
| Produced ->95     | Thread-2      | Store Id ->2    | Sale Amt. ->302.36444        
| Produced ->96     | Thread-3      | Store Id ->3    | Sale Amt. ->362.72195        
| Consumed ->96     | Thread-5      | Store Id ->4    | Sale Amt. ->675.20734        
| Produced ->97     | Thread-3      | Store Id ->3    | Sale Amt. ->961.9512        
| Consumed ->97     | Thread-6      | Store Id ->2    | Sale Amt. ->550.13196        
| Consumed ->98     | Thread-5      | Store Id ->0    | Sale Amt. ->18.093704        
| Produced ->98     | Thread-4      | Store Id ->4    | Sale Amt. ->356.52762        
| Consumed ->99     | Thread-6      | Store Id ->1    | Sale Amt. ->902.87427        
| Produced ->99     | Thread-4      | Store Id ->4    | Sale Amt. ->392.23807        
| Consumed ->100     | Thread-6      | Store Id ->2    | Sale Amt. ->302.36444        
| Produced ->100     | Thread-0      | Store Id ->0    | Sale Amt. ->363.55856        
| Produced ->101     | Thread-3      | Store Id ->3    | Sale Amt. ->359.4821        
| Consumed ->101     | Thread-5      | Store Id ->3    | Sale Amt. ->362.72195        
| Produced ->102     | Thread-4      | Store Id ->4    | Sale Amt. ->709.3694        
| Consumed ->102     | Thread-6      | Store Id ->3    | Sale Amt. ->961.9512        
| Produced ->103     | Thread-3      | Store Id ->3    | Sale Amt. ->233.669        
| Consumed ->103     | Thread-5      | Store Id ->4    | Sale Amt. ->356.52762        
| Consumed ->104     | Thread-6      | Store Id ->4    | Sale Amt. ->392.23807        
| Produced ->104     | Thread-0      | Store Id ->0    | Sale Amt. ->744.7152        
| Consumed ->105     | Thread-5      | Store Id ->0    | Sale Amt. ->363.55856        
| Produced ->105     | Thread-2      | Store Id ->2    | Sale Amt. ->373.59152        
| Consumed ->106     | Thread-6      | Store Id ->3    | Sale Amt. ->359.4821        
| Produced ->106     | Thread-3      | Store Id ->3    | Sale Amt. ->912.078        
| Produced ->107     | Thread-4      | Store Id ->4    | Sale Amt. ->385.17603        
| Consumed ->107     | Thread-6      | Store Id ->4    | Sale Amt. ->709.3694        
| Consumed ->108     | Thread-5      | Store Id ->3    | Sale Amt. ->233.669        
| Produced ->108     | Thread-3      | Store Id ->3    | Sale Amt. ->811.94006        
| Consumed ->109     | Thread-6      | Store Id ->0    | Sale Amt. ->744.7152        
| Produced ->109     | Thread-4      | Store Id ->4    | Sale Amt. ->793.0298        
| Produced ->110     | Thread-2      | Store Id ->2    | Sale Amt. ->860.61145        
| Consumed ->110     | Thread-5      | Store Id ->2    | Sale Amt. ->373.59152        
| Produced ->111     | Thread-4      | Store Id ->4    | Sale Amt. ->473.13156        
| Consumed ->111     | Thread-6      | Store Id ->3    | Sale Amt. ->912.078        
| Consumed ->112     | Thread-5      | Store Id ->4    | Sale Amt. ->385.17603        
| Produced ->112     | Thread-0      | Store Id ->0    | Sale Amt. ->327.31818        
| Produced ->113     | Thread-3      | Store Id ->3    | Sale Amt. ->197.04306        
| Consumed ->113     | Thread-6      | Store Id ->3    | Sale Amt. ->811.94006        
| Produced ->114     | Thread-1      | Store Id ->1    | Sale Amt. ->219.16936        
| Consumed ->114     | Thread-5      | Store Id ->4    | Sale Amt. ->793.0298        
| Consumed ->115     | Thread-5      | Store Id ->2    | Sale Amt. ->860.61145        
| Produced ->115     | Thread-0      | Store Id ->0    | Sale Amt. ->261.37842        
| Consumed ->116     | Thread-6      | Store Id ->4    | Sale Amt. ->473.13156        
| Produced ->116     | Thread-1      | Store Id ->1    | Sale Amt. ->475.67062        
| Produced ->117     | Thread-1      | Store Id ->1    | Sale Amt. ->518.6146        
| Consumed ->117     | Thread-5      | Store Id ->0    | Sale Amt. ->327.31818        
| Produced ->118     | Thread-2      | Store Id ->2    | Sale Amt. ->169.70813        
| Consumed ->118     | Thread-6      | Store Id ->3    | Sale Amt. ->197.04306        
| Consumed ->119     | Thread-5      | Store Id ->1    | Sale Amt. ->219.16936        
| Produced ->119     | Thread-0      | Store Id ->0    | Sale Amt. ->189.26517        
| Consumed ->120     | Thread-6      | Store Id ->0    | Sale Amt. ->261.37842        
| Produced ->120     | Thread-4      | Store Id ->4    | Sale Amt. ->202.7825        
| Consumed ->121     | Thread-5      | Store Id ->1    | Sale Amt. ->475.67062        
| Produced ->121     | Thread-4      | Store Id ->4    | Sale Amt. ->856.41095        
| Consumed ->122     | Thread-6      | Store Id ->1    | Sale Amt. ->518.6146        
| Produced ->122     | Thread-1      | Store Id ->1    | Sale Amt. ->211.21584        
| Produced ->123     | Thread-0      | Store Id ->0    | Sale Amt. ->561.98145        
| Consumed ->123     | Thread-5      | Store Id ->2    | Sale Amt. ->169.70813        
| Produced ->124     | Thread-3      | Store Id ->3    | Sale Amt. ->137.02261        
| Consumed ->124     | Thread-5      | Store Id ->0    | Sale Amt. ->189.26517        
| Consumed ->126     | Thread-6      | Store Id ->4    | Sale Amt. ->202.7825        
| Produced ->126     | Thread-0      | Store Id ->0    | Sale Amt. ->500.41537        
| Consumed ->126     | Thread-5      | Store Id ->4    | Sale Amt. ->856.41095        
| Produced ->126     | Thread-1      | Store Id ->1    | Sale Amt. ->916.2254        
| Consumed ->127     | Thread-5      | Store Id ->1    | Sale Amt. ->211.21584        
| Produced ->127     | Thread-4      | Store Id ->4    | Sale Amt. ->302.5626        
| Produced ->128     | Thread-2      | Store Id ->2    | Sale Amt. ->554.40027        
| Consumed ->128     | Thread-6      | Store Id ->0    | Sale Amt. ->561.98145        
| Consumed ->129     | Thread-5      | Store Id ->3    | Sale Amt. ->137.02261        
| Produced ->129     | Thread-4      | Store Id ->4    | Sale Amt. ->635.7247        
| Consumed ->130     | Thread-6      | Store Id ->1    | Sale Amt. ->916.2254        
| Produced ->130     | Thread-1      | Store Id ->1    | Sale Amt. ->421.0258        
| Consumed ->131     | Thread-6      | Store Id ->0    | Sale Amt. ->500.41537        
| Produced ->131     | Thread-2      | Store Id ->2    | Sale Amt. ->136.95088        
| Produced ->132     | Thread-4      | Store Id ->4    | Sale Amt. ->933.09595        
| Consumed ->132     | Thread-5      | Store Id ->4    | Sale Amt. ->302.5626        
| Produced ->133     | Thread-4      | Store Id ->4    | Sale Amt. ->38.881958        
| Consumed ->133     | Thread-6      | Store Id ->2    | Sale Amt. ->554.40027        
| Consumed ->134     | Thread-5      | Store Id ->4    | Sale Amt. ->635.7247        
| Produced ->134     | Thread-2      | Store Id ->2    | Sale Amt. ->101.58636        
| Produced ->135     | Thread-1      | Store Id ->1    | Sale Amt. ->132.13686        
| Consumed ->135     | Thread-6      | Store Id ->1    | Sale Amt. ->421.0258        
| Consumed ->136     | Thread-5      | Store Id ->2    | Sale Amt. ->136.95088        
| Produced ->136     | Thread-2      | Store Id ->2    | Sale Amt. ->218.03542        
| Consumed ->137     | Thread-5      | Store Id ->4    | Sale Amt. ->933.09595        
| Produced ->138     | Thread-0      | Store Id ->0    | Sale Amt. ->919.19183        
| Consumed ->138     | Thread-6      | Store Id ->4    | Sale Amt. ->38.881958        
| Produced ->138     | Thread-2      | Store Id ->2    | Sale Amt. ->707.934        
| Produced ->139     | Thread-4      | Store Id ->4    | Sale Amt. ->649.55054        
| Consumed ->139     | Thread-5      | Store Id ->2    | Sale Amt. ->101.58636        
| Consumed ->140     | Thread-6      | Store Id ->1    | Sale Amt. ->132.13686        
| Produced ->140     | Thread-3      | Store Id ->3    | Sale Amt. ->426.53973        
| Consumed ->141     | Thread-5      | Store Id ->2    | Sale Amt. ->218.03542        
| Produced ->141     | Thread-4      | Store Id ->4    | Sale Amt. ->479.4991        
| Produced ->142     | Thread-3      | Store Id ->3    | Sale Amt. ->871.6103        
| Consumed ->142     | Thread-6      | Store Id ->2    | Sale Amt. ->707.934        
| Produced ->143     | Thread-2      | Store Id ->2    | Sale Amt. ->877.879        
| Consumed ->143     | Thread-5      | Store Id ->0    | Sale Amt. ->919.19183        
| Consumed ->144     | Thread-6      | Store Id ->4    | Sale Amt. ->649.55054        
| Produced ->144     | Thread-4      | Store Id ->4    | Sale Amt. ->839.8174        
| Consumed ->145     | Thread-5      | Store Id ->3    | Sale Amt. ->426.53973        
| Produced ->145     | Thread-0      | Store Id ->0    | Sale Amt. ->599.61633        
| Produced ->146     | Thread-1      | Store Id ->1    | Sale Amt. ->742.65234        
| Consumed ->146     | Thread-6      | Store Id ->4    | Sale Amt. ->479.4991        
| Consumed ->147     | Thread-5      | Store Id ->3    | Sale Amt. ->871.6103        
| Produced ->147     | Thread-3      | Store Id ->3    | Sale Amt. ->675.3657        
| Consumed ->148     | Thread-6      | Store Id ->2    | Sale Amt. ->877.879        
| Produced ->148     | Thread-0      | Store Id ->0    | Sale Amt. ->323.10016        
| Consumed ->149     | Thread-5      | Store Id ->4    | Sale Amt. ->839.8174        
| Produced ->149     | Thread-3      | Store Id ->3    | Sale Amt. ->81.93055        
| Consumed ->150     | Thread-6      | Store Id ->0    | Sale Amt. ->599.61633        
| Produced ->150     | Thread-3      | Store Id ->3    | Sale Amt. ->653.4243        
| Consumed ->151     | Thread-5      | Store Id ->1    | Sale Amt. ->742.65234        
| Produced ->151     | Thread-0      | Store Id ->0    | Sale Amt. ->863.1031        
| Produced ->152     | Thread-4      | Store Id ->4    | Sale Amt. ->640.93286        
| Consumed ->152     | Thread-6      | Store Id ->3    | Sale Amt. ->675.3657        
| Consumed ->153     | Thread-6      | Store Id ->0    | Sale Amt. ->323.10016        
| Consumed ->154     | Thread-5      | Store Id ->3    | Sale Amt. ->81.93055        
| Produced ->154     | Thread-3      | Store Id ->3    | Sale Amt. ->142.16928        
| Produced ->154     | Thread-4      | Store Id ->4    | Sale Amt. ->408.87054        
| Consumed ->156     | Thread-6      | Store Id ->0    | Sale Amt. ->863.1031        
| Produced ->156     | Thread-4      | Store Id ->4    | Sale Amt. ->879.1898        
| Produced ->156     | Thread-3      | Store Id ->3    | Sale Amt. ->65.31869        
| Consumed ->156     | Thread-5      | Store Id ->3    | Sale Amt. ->653.4243        
| Consumed ->157     | Thread-6      | Store Id ->4    | Sale Amt. ->640.93286        
| Produced ->157     | Thread-3      | Store Id ->3    | Sale Amt. ->954.2394        
| Consumed ->158     | Thread-5      | Store Id ->3    | Sale Amt. ->142.16928        
| Produced ->158     | Thread-2      | Store Id ->2    | Sale Amt. ->22.474974        
| Consumed ->159     | Thread-6      | Store Id ->4    | Sale Amt. ->408.87054        
| Produced ->159     | Thread-0      | Store Id ->0    | Sale Amt. ->239.72485        
| Consumed ->160     | Thread-5      | Store Id ->3    | Sale Amt. ->65.31869        
| Produced ->160     | Thread-1      | Store Id ->1    | Sale Amt. ->798.74554        
| Produced ->161     | Thread-2      | Store Id ->2    | Sale Amt. ->230.42448        
| Consumed ->161     | Thread-6      | Store Id ->4    | Sale Amt. ->879.1898        
| Consumed ->162     | Thread-6      | Store Id ->3    | Sale Amt. ->954.2394        
| Produced ->162     | Thread-4      | Store Id ->4    | Sale Amt. ->761.8214        
| Consumed ->163     | Thread-5      | Store Id ->2    | Sale Amt. ->22.474974        
| Produced ->163     | Thread-0      | Store Id ->0    | Sale Amt. ->108.231865        
| Produced ->164     | Thread-3      | Store Id ->3    | Sale Amt. ->145.66689        
| Consumed ->164     | Thread-6      | Store Id ->0    | Sale Amt. ->239.72485        
| Produced ->165     | Thread-4      | Store Id ->4    | Sale Amt. ->57.657856        
| Consumed ->165     | Thread-6      | Store Id ->1    | Sale Amt. ->798.74554        
| Produced ->166     | Thread-3      | Store Id ->3    | Sale Amt. ->726.5796        
| Consumed ->166     | Thread-5      | Store Id ->2    | Sale Amt. ->230.42448        
| Consumed ->167     | Thread-6      | Store Id ->4    | Sale Amt. ->761.8214        
| Produced ->167     | Thread-3      | Store Id ->3    | Sale Amt. ->907.7019        
