> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
2 Producers and 5 Consumers to be initilized 

| Consumed ->5     | Thread-5      | Store Id ->0    | Sale Amt. ->43.91056        
| Produced ->20     | Thread-0      | Store Id ->0    | Sale Amt. ->130.02757        
| Consumed ->20     | Thread-2      | Store Id ->0    | Sale Amt. ->130.02757        
| Produced ->21     | Thread-1      | Store Id ->1    | Sale Amt. ->876.34296        
| Consumed ->21     | Thread-4      | Store Id ->1    | Sale Amt. ->876.34296        
| Produced ->24     | Thread-1      | Store Id ->1    | Sale Amt. ->56.82864        
| Consumed ->24     | Thread-4      | Store Id ->1    | Sale Amt. ->56.82864        
| Produced ->24     | Thread-0      | Store Id ->0    | Sale Amt. ->536.64105        
| Consumed ->24     | Thread-3      | Store Id ->0    | Sale Amt. ->536.64105        
| Produced ->24     | Thread-1      | Store Id ->1    | Sale Amt. ->700.988        
| Consumed ->24     | Thread-6      | Store Id ->1    | Sale Amt. ->700.988        
| Produced ->25     | Thread-0      | Store Id ->0    | Sale Amt. ->612.06604        
| Consumed ->25     | Thread-3      | Store Id ->0    | Sale Amt. ->612.06604        
| Produced ->27     | Thread-1      | Store Id ->1    | Sale Amt. ->372.40164        
| Consumed ->27     | Thread-4      | Store Id ->1    | Sale Amt. ->372.40164        
| Produced ->29     | Thread-0      | Store Id ->0    | Sale Amt. ->949.1344        
| Consumed ->29     | Thread-4      | Store Id ->0    | Sale Amt. ->949.1344        
| Produced ->30     | Thread-1      | Store Id ->1    | Sale Amt. ->676.2973        
| Consumed ->30     | Thread-4      | Store Id ->1    | Sale Amt. ->676.2973        
| Produced ->30     | Thread-1      | Store Id ->1    | Sale Amt. ->996.20746        
| Consumed ->30     | Thread-3      | Store Id ->1    | Sale Amt. ->996.20746        
| Produced ->30     | Thread-0      | Store Id ->0    | Sale Amt. ->38.2749        
| Consumed ->30     | Thread-6      | Store Id ->0    | Sale Amt. ->38.2749        
| Produced ->33     | Thread-1      | Store Id ->1    | Sale Amt. ->528.6817        
| Consumed ->33     | Thread-6      | Store Id ->0    | Sale Amt. ->148.75415        
| Produced ->33     | Thread-0      | Store Id ->0    | Sale Amt. ->148.75415        
| Consumed ->33     | Thread-3      | Store Id ->1    | Sale Amt. ->528.6817        
| Produced ->33     | Thread-0      | Store Id ->0    | Sale Amt. ->97.94107        
| Consumed ->33     | Thread-2      | Store Id ->0    | Sale Amt. ->97.94107        
| Produced ->35     | Thread-1      | Store Id ->1    | Sale Amt. ->615.1757        
| Consumed ->35     | Thread-6      | Store Id ->1    | Sale Amt. ->615.1757        
| Produced ->36     | Thread-0      | Store Id ->0    | Sale Amt. ->643.54364        
| Consumed ->36     | Thread-2      | Store Id ->0    | Sale Amt. ->643.54364        
| Produced ->38     | Thread-1      | Store Id ->1    | Sale Amt. ->229.0905        
| Consumed ->38     | Thread-2      | Store Id ->1    | Sale Amt. ->229.0905        
| Produced ->38     | Thread-0      | Store Id ->0    | Sale Amt. ->696.70135        
| Consumed ->38     | Thread-5      | Store Id ->0    | Sale Amt. ->696.70135        
| Produced ->38     | Thread-1      | Store Id ->1    | Sale Amt. ->484.21268        
| Consumed ->38     | Thread-6      | Store Id ->1    | Sale Amt. ->484.21268        
| Produced ->40     | Thread-0      | Store Id ->0    | Sale Amt. ->57.702        
| Consumed ->40     | Thread-5      | Store Id ->0    | Sale Amt. ->57.702        
| Produced ->42     | Thread-0      | Store Id ->0    | Sale Amt. ->645.7536        
| Consumed ->42     | Thread-6      | Store Id ->0    | Sale Amt. ->645.7536        
| Produced ->42     | Thread-1      | Store Id ->1    | Sale Amt. ->958.1813        
| Consumed ->42     | Thread-2      | Store Id ->1    | Sale Amt. ->958.1813        
| Produced ->43     | Thread-1      | Store Id ->1    | Sale Amt. ->741.84235        
| Consumed ->43     | Thread-6      | Store Id ->1    | Sale Amt. ->741.84235        
| Produced ->43     | Thread-0      | Store Id ->0    | Sale Amt. ->744.2343        
| Consumed ->43     | Thread-4      | Store Id ->0    | Sale Amt. ->744.2343        
| Produced ->45     | Thread-0      | Store Id ->0    | Sale Amt. ->234.648        
| Consumed ->45     | Thread-2      | Store Id ->0    | Sale Amt. ->234.648        
| Produced ->46     | Thread-1      | Store Id ->1    | Sale Amt. ->978.83075        
| Consumed ->46     | Thread-4      | Store Id ->1    | Sale Amt. ->978.83075        
| Produced ->46     | Thread-0      | Store Id ->0    | Sale Amt. ->998.8504        
| Consumed ->46     | Thread-6      | Store Id ->0    | Sale Amt. ->998.8504        
| Produced ->47     | Thread-0      | Store Id ->0    | Sale Amt. ->577.09625        
| Consumed ->47     | Thread-2      | Store Id ->0    | Sale Amt. ->577.09625        
| Produced ->48     | Thread-1      | Store Id ->1    | Sale Amt. ->736.5651        
| Consumed ->48     | Thread-5      | Store Id ->0    | Sale Amt. ->1.5023962        
| Consumed ->48     | Thread-6      | Store Id ->1    | Sale Amt. ->736.5651        
| Produced ->48     | Thread-0      | Store Id ->0    | Sale Amt. ->1.5023962        
| Produced ->52     | Thread-0      | Store Id ->0    | Sale Amt. ->703.3387        
| Consumed ->52     | Thread-5      | Store Id ->0    | Sale Amt. ->703.3387        
| Produced ->52     | Thread-1      | Store Id ->1    | Sale Amt. ->434.9222        
| Consumed ->52     | Thread-3      | Store Id ->1    | Sale Amt. ->434.9222        
| Produced ->54     | Thread-0      | Store Id ->0    | Sale Amt. ->191.9214        
| Consumed ->54     | Thread-5      | Store Id ->0    | Sale Amt. ->191.9214        
| Produced ->54     | Thread-0      | Store Id ->0    | Sale Amt. ->926.57587        
| Consumed ->54     | Thread-4      | Store Id ->0    | Sale Amt. ->926.57587        
| Produced ->54     | Thread-1      | Store Id ->1    | Sale Amt. ->279.49542        
| Consumed ->54     | Thread-3      | Store Id ->1    | Sale Amt. ->279.49542        
| Produced ->55     | Thread-1      | Store Id ->1    | Sale Amt. ->328.98553        
| Consumed ->55     | Thread-5      | Store Id ->1    | Sale Amt. ->328.98553        
| Produced ->56     | Thread-0      | Store Id ->0    | Sale Amt. ->667.93335        
| Consumed ->56     | Thread-4      | Store Id ->0    | Sale Amt. ->667.93335        
| Produced ->56     | Thread-1      | Store Id ->1    | Sale Amt. ->383.7968        
| Consumed ->56     | Thread-2      | Store Id ->1    | Sale Amt. ->383.7968        
| Produced ->60     | Thread-1      | Store Id ->1    | Sale Amt. ->7.423719        
| Consumed ->60     | Thread-5      | Store Id ->1    | Sale Amt. ->7.423719        
| Produced ->60     | Thread-0      | Store Id ->0    | Sale Amt. ->684.4627        
| Consumed ->60     | Thread-6      | Store Id ->0    | Sale Amt. ->684.4627        
| Produced ->62     | Thread-0      | Store Id ->0    | Sale Amt. ->263.77432        
| Consumed ->62     | Thread-6      | Store Id ->0    | Sale Amt. ->263.77432        
| Produced ->62     | Thread-1      | Store Id ->1    | Sale Amt. ->886.8514        
| Consumed ->62     | Thread-3      | Store Id ->1    | Sale Amt. ->886.8514        
| Produced ->63     | Thread-1      | Store Id ->1    | Sale Amt. ->720.3718        
| Consumed ->63     | Thread-6      | Store Id ->1    | Sale Amt. ->720.3718        
| Produced ->63     | Thread-0      | Store Id ->0    | Sale Amt. ->136.69221        
| Consumed ->63     | Thread-2      | Store Id ->0    | Sale Amt. ->136.69221        
| Consumed ->65     | Thread-3      | Store Id ->0    | Sale Amt. ->295.76837        
| Produced ->65     | Thread-0      | Store Id ->0    | Sale Amt. ->295.76837        
| Produced ->65     | Thread-1      | Store Id ->1    | Sale Amt. ->251.04062        
| Consumed ->65     | Thread-4      | Store Id ->1    | Sale Amt. ->251.04062        
| Produced ->66     | Thread-1      | Store Id ->1    | Sale Amt. ->968.0966        
| Consumed ->66     | Thread-2      | Store Id ->1    | Sale Amt. ->968.0966        
| Produced ->67     | Thread-0      | Store Id ->0    | Sale Amt. ->375.44138        
| Consumed ->67     | Thread-3      | Store Id ->0    | Sale Amt. ->375.44138        
| Consumed ->68     | Thread-4      | Store Id ->0    | Sale Amt. ->837.0717        
| Produced ->69     | Thread-0      | Store Id ->0    | Sale Amt. ->837.0717        
| Consumed ->69     | Thread-5      | Store Id ->1    | Sale Amt. ->432.45398        
| Produced ->69     | Thread-1      | Store Id ->1    | Sale Amt. ->432.45398        
| Produced ->69     | Thread-0      | Store Id ->0    | Sale Amt. ->373.66318        
| Consumed ->69     | Thread-6      | Store Id ->0    | Sale Amt. ->373.66318        
| Consumed ->72     | Thread-5      | Store Id ->1    | Sale Amt. ->936.416        
| Produced ->72     | Thread-1      | Store Id ->1    | Sale Amt. ->936.416        
| Produced ->72     | Thread-0      | Store Id ->0    | Sale Amt. ->630.9727        
| Consumed ->72     | Thread-2      | Store Id ->0    | Sale Amt. ->630.9727        
| Produced ->73     | Thread-1      | Store Id ->1    | Sale Amt. ->587.81476        
| Consumed ->73     | Thread-6      | Store Id ->1    | Sale Amt. ->587.81476        
| Consumed ->73     | Thread-3      | Store Id ->0    | Sale Amt. ->112.03204        
| Produced ->73     | Thread-0      | Store Id ->0    | Sale Amt. ->112.03204        
| Produced ->74     | Thread-1      | Store Id ->1    | Sale Amt. ->798.26843        
| Consumed ->74     | Thread-5      | Store Id ->1    | Sale Amt. ->798.26843        
| Produced ->77     | Thread-0      | Store Id ->0    | Sale Amt. ->680.16614        
| Consumed ->77     | Thread-5      | Store Id ->0    | Sale Amt. ->680.16614        
| Produced ->78     | Thread-1      | Store Id ->1    | Sale Amt. ->335.60007        
| Consumed ->78     | Thread-6      | Store Id ->1    | Sale Amt. ->335.60007        
| Produced ->78     | Thread-0      | Store Id ->0    | Sale Amt. ->290.34177        
| Consumed ->78     | Thread-2      | Store Id ->0    | Sale Amt. ->290.34177        
| Produced ->78     | Thread-0      | Store Id ->0    | Sale Amt. ->385.907        
| Consumed ->78     | Thread-4      | Store Id ->0    | Sale Amt. ->385.907        
| Produced ->81     | Thread-1      | Store Id ->1    | Sale Amt. ->298.42758        
| Consumed ->81     | Thread-4      | Store Id ->1    | Sale Amt. ->298.42758        
| Produced ->81     | Thread-1      | Store Id ->1    | Sale Amt. ->203.61786        
| Consumed ->81     | Thread-3      | Store Id ->1    | Sale Amt. ->203.61786        
| Produced ->81     | Thread-0      | Store Id ->0    | Sale Amt. ->180.11319        
| Consumed ->81     | Thread-5      | Store Id ->0    | Sale Amt. ->180.11319        
| Produced ->82     | Thread-1      | Store Id ->1    | Sale Amt. ->380.59256        
| Consumed ->82     | Thread-2      | Store Id ->1    | Sale Amt. ->380.59256        
| Produced ->82     | Thread-0      | Store Id ->0    | Sale Amt. ->497.28232        
| Consumed ->82     | Thread-6      | Store Id ->0    | Sale Amt. ->497.28232        
| Produced ->85     | Thread-1      | Store Id ->1    | Sale Amt. ->827.95245        
| Consumed ->85     | Thread-3      | Store Id ->1    | Sale Amt. ->827.95245        
| Produced ->86     | Thread-0      | Store Id ->0    | Sale Amt. ->424.43396        
| Consumed ->86     | Thread-4      | Store Id ->0    | Sale Amt. ->424.43396        
| Produced ->86     | Thread-1      | Store Id ->1    | Sale Amt. ->299.8009        
| Consumed ->86     | Thread-5      | Store Id ->1    | Sale Amt. ->299.8009        
| Produced ->89     | Thread-0      | Store Id ->0    | Sale Amt. ->502.1869        
| Consumed ->89     | Thread-4      | Store Id ->0    | Sale Amt. ->502.1869        
| Produced ->90     | Thread-0      | Store Id ->0    | Sale Amt. ->100.19452        
| Consumed ->90     | Thread-5      | Store Id ->0    | Sale Amt. ->100.19452        
| Produced ->90     | Thread-1      | Store Id ->1    | Sale Amt. ->93.67144        
| Consumed ->90     | Thread-6      | Store Id ->1    | Sale Amt. ->93.67144        
| Produced ->92     | Thread-0      | Store Id ->0    | Sale Amt. ->679.4107        
| Consumed ->92     | Thread-4      | Store Id ->0    | Sale Amt. ->679.4107        
| Consumed ->93     | Thread-6      | Store Id ->1    | Sale Amt. ->245.21814        
| Produced ->93     | Thread-1      | Store Id ->1    | Sale Amt. ->245.21814        
| Produced ->94     | Thread-0      | Store Id ->0    | Sale Amt. ->661.3809        
| Consumed ->94     | Thread-4      | Store Id ->0    | Sale Amt. ->661.3809        
| Produced ->94     | Thread-1      | Store Id ->1    | Sale Amt. ->263.053        
| Consumed ->94     | Thread-3      | Store Id ->1    | Sale Amt. ->263.053        
| Produced ->95     | Thread-1      | Store Id ->1    | Sale Amt. ->24.944445        
| Consumed ->95     | Thread-6      | Store Id ->1    | Sale Amt. ->24.944445        
| Produced ->97     | Thread-0      | Store Id ->0    | Sale Amt. ->402.7832        
| Consumed ->97     | Thread-4      | Store Id ->0    | Sale Amt. ->402.7832        
| Produced ->97     | Thread-1      | Store Id ->1    | Sale Amt. ->9.064275        
| Consumed ->97     | Thread-5      | Store Id ->1    | Sale Amt. ->9.064275        
| Produced ->98     | Thread-0      | Store Id ->0    | Sale Amt. ->279.0797        
| Consumed ->98     | Thread-6      | Store Id ->0    | Sale Amt. ->279.0797        
| Consumed ->98     | Thread-2      | Store Id ->1    | Sale Amt. ->105.0002        
| Produced ->98     | Thread-1      | Store Id ->1    | Sale Amt. ->105.0002        
| Produced ->100     | Thread-0      | Store Id ->0    | Sale Amt. ->975.3669        
| Consumed ->100     | Thread-4      | Store Id ->0    | Sale Amt. ->975.3669        
| Produced ->101     | Thread-1      | Store Id ->1    | Sale Amt. ->316.3924        
| Consumed ->101     | Thread-4      | Store Id ->1    | Sale Amt. ->316.3924        
| Produced ->103     | Thread-0      | Store Id ->0    | Sale Amt. ->401.6704        
| Consumed ->103     | Thread-6      | Store Id ->0    | Sale Amt. ->401.6704        
| Produced ->103     | Thread-1      | Store Id ->1    | Sale Amt. ->718.4861        
| Consumed ->103     | Thread-3      | Store Id ->1    | Sale Amt. ->718.4861        
| Produced ->106     | Thread-1      | Store Id ->1    | Sale Amt. ->619.33246        
| Consumed ->106     | Thread-3      | Store Id ->1    | Sale Amt. ->619.33246        
| Produced ->106     | Thread-0      | Store Id ->0    | Sale Amt. ->519.5646        
| Consumed ->106     | Thread-5      | Store Id ->0    | Sale Amt. ->519.5646        
| Produced ->106     | Thread-1      | Store Id ->1    | Sale Amt. ->380.90308        
| Consumed ->106     | Thread-6      | Store Id ->1    | Sale Amt. ->380.90308        
| Produced ->106     | Thread-0      | Store Id ->0    | Sale Amt. ->837.658        
| Consumed ->106     | Thread-2      | Store Id ->0    | Sale Amt. ->837.658        
| Produced ->109     | Thread-1      | Store Id ->1    | Sale Amt. ->455.81525        
| Consumed ->109     | Thread-3      | Store Id ->1    | Sale Amt. ->455.81525        
| Produced ->110     | Thread-0      | Store Id ->0    | Sale Amt. ->443.75873        
| Consumed ->110     | Thread-6      | Store Id ->0    | Sale Amt. ->443.75873        
| Produced ->110     | Thread-1      | Store Id ->1    | Sale Amt. ->215.46503        
| Consumed ->110     | Thread-5      | Store Id ->1    | Sale Amt. ->215.46503        
| Produced ->111     | Thread-0      | Store Id ->0    | Sale Amt. ->118.69149        
| Consumed ->111     | Thread-3      | Store Id ->0    | Sale Amt. ->118.69149        
| Produced ->113     | Thread-1      | Store Id ->1    | Sale Amt. ->16.737497        
| Consumed ->113     | Thread-6      | Store Id ->1    | Sale Amt. ->16.737497        
| Produced ->114     | Thread-0      | Store Id ->0    | Sale Amt. ->329.0015        
| Consumed ->114     | Thread-3      | Store Id ->0    | Sale Amt. ->329.0015        
| Produced ->114     | Thread-1      | Store Id ->1    | Sale Amt. ->680.93097        
| Consumed ->114     | Thread-5      | Store Id ->1    | Sale Amt. ->680.93097        
| Produced ->114     | Thread-0      | Store Id ->0    | Sale Amt. ->214.17184        
| Consumed ->114     | Thread-4      | Store Id ->0    | Sale Amt. ->214.17184        
| Produced ->116     | Thread-1      | Store Id ->1    | Sale Amt. ->436.9927        
| Consumed ->116     | Thread-3      | Store Id ->1    | Sale Amt. ->436.9927        
| Produced ->118     | Thread-0      | Store Id ->0    | Sale Amt. ->471.59415        
| Consumed ->118     | Thread-5      | Store Id ->0    | Sale Amt. ->471.59415        
| Produced ->118     | Thread-1      | Store Id ->1    | Sale Amt. ->110.73547        
| Consumed ->118     | Thread-6      | Store Id ->1    | Sale Amt. ->110.73547        
| Produced ->119     | Thread-0      | Store Id ->0    | Sale Amt. ->414.89578        
| Consumed ->119     | Thread-5      | Store Id ->0    | Sale Amt. ->414.89578        
| Produced ->121     | Thread-1      | Store Id ->1    | Sale Amt. ->389.27158        
| Consumed ->121     | Thread-6      | Store Id ->1    | Sale Amt. ->389.27158        
| Produced ->122     | Thread-0      | Store Id ->0    | Sale Amt. ->524.43207        
| Consumed ->122     | Thread-6      | Store Id ->0    | Sale Amt. ->524.43207        
| Produced ->123     | Thread-1      | Store Id ->1    | Sale Amt. ->772.8575        
| Consumed ->123     | Thread-5      | Store Id ->1    | Sale Amt. ->772.8575        
| Consumed ->123     | Thread-4      | Store Id ->0    | Sale Amt. ->454.84186        
| Produced ->123     | Thread-0      | Store Id ->0    | Sale Amt. ->454.84186        
| Produced ->125     | Thread-1      | Store Id ->1    | Sale Amt. ->97.38518        
| Consumed ->125     | Thread-4      | Store Id ->1    | Sale Amt. ->97.38518        
| Produced ->125     | Thread-0      | Store Id ->0    | Sale Amt. ->417.7638        
| Consumed ->125     | Thread-2      | Store Id ->0    | Sale Amt. ->417.7638        
| Produced ->127     | Thread-1      | Store Id ->1    | Sale Amt. ->326.34842        
| Consumed ->127     | Thread-2      | Store Id ->1    | Sale Amt. ->326.34842        
| Produced ->128     | Thread-1      | Store Id ->1    | Sale Amt. ->462.76904        
| Consumed ->128     | Thread-4      | Store Id ->1    | Sale Amt. ->462.76904        
| Produced ->128     | Thread-0      | Store Id ->0    | Sale Amt. ->33.768166        
| Consumed ->128     | Thread-5      | Store Id ->0    | Sale Amt. ->33.768166        
| Produced ->129     | Thread-0      | Store Id ->0    | Sale Amt. ->74.29188        
| Consumed ->129     | Thread-4      | Store Id ->0    | Sale Amt. ->74.29188        
| Consumed ->129     | Thread-6      | Store Id ->1    | Sale Amt. ->912.8811        
| Produced ->129     | Thread-1      | Store Id ->1    | Sale Amt. ->912.8811        
| Produced ->131     | Thread-0      | Store Id ->0    | Sale Amt. ->194.05339        
| Consumed ->131     | Thread-5      | Store Id ->0    | Sale Amt. ->194.05339        
| Produced ->133     | Thread-1      | Store Id ->1    | Sale Amt. ->311.6166        
| Consumed ->133     | Thread-6      | Store Id ->0    | Sale Amt. ->238.38127        
| Consumed ->133     | Thread-4      | Store Id ->1    | Sale Amt. ->311.6166        
| Produced ->133     | Thread-0      | Store Id ->0    | Sale Amt. ->238.38127        
| Produced ->135     | Thread-0      | Store Id ->0    | Sale Amt. ->449.14822        
| Consumed ->135     | Thread-5      | Store Id ->0    | Sale Amt. ->449.14822        
| Produced ->135     | Thread-1      | Store Id ->1    | Sale Amt. ->183.55676        
| Consumed ->135     | Thread-3      | Store Id ->1    | Sale Amt. ->183.55676        
| Produced ->138     | Thread-1      | Store Id ->1    | Sale Amt. ->194.12566        
| Consumed ->138     | Thread-5      | Store Id ->1    | Sale Amt. ->194.12566        
| Produced ->138     | Thread-0      | Store Id ->0    | Sale Amt. ->886.0874        
| Consumed ->138     | Thread-2      | Store Id ->0    | Sale Amt. ->886.0874        
| Produced ->138     | Thread-1      | Store Id ->1    | Sale Amt. ->731.26855        
| Consumed ->138     | Thread-3      | Store Id ->1    | Sale Amt. ->731.26855        
| Produced ->138     | Thread-0      | Store Id ->0    | Sale Amt. ->169.5614        
| Consumed ->138     | Thread-4      | Store Id ->0    | Sale Amt. ->169.5614        
| Produced ->139     | Thread-0      | Store Id ->0    | Sale Amt. ->94.292206        
| Consumed ->139     | Thread-5      | Store Id ->0    | Sale Amt. ->94.292206        
| Produced ->140     | Thread-1      | Store Id ->1    | Sale Amt. ->724.6708        
| Consumed ->140     | Thread-4      | Store Id ->1    | Sale Amt. ->724.6708        
| Produced ->140     | Thread-0      | Store Id ->0    | Sale Amt. ->144.78096        
| Consumed ->140     | Thread-6      | Store Id ->0    | Sale Amt. ->144.78096        
| Produced ->140     | Thread-1      | Store Id ->1    | Sale Amt. ->493.20084        
| Consumed ->141     | Thread-3      | Store Id ->1    | Sale Amt. ->493.20084        
| Produced ->142     | Thread-1      | Store Id ->1    | Sale Amt. ->245.79738        
| Consumed ->142     | Thread-2      | Store Id ->1    | Sale Amt. ->245.79738        
| Produced ->144     | Thread-1      | Store Id ->1    | Sale Amt. ->252.18802        
| Consumed ->144     | Thread-4      | Store Id ->1    | Sale Amt. ->252.18802        
| Produced ->146     | Thread-0      | Store Id ->0    | Sale Amt. ->87.78401        
| Consumed ->146     | Thread-6      | Store Id ->0    | Sale Amt. ->87.78401        
| Produced ->146     | Thread-1      | Store Id ->1    | Sale Amt. ->602.98395        
| Consumed ->146     | Thread-3      | Store Id ->1    | Sale Amt. ->602.98395        
| Produced ->150     | Thread-0      | Store Id ->0    | Sale Amt. ->30.218077        
| Consumed ->150     | Thread-3      | Store Id ->0    | Sale Amt. ->30.218077        
| Produced ->150     | Thread-1      | Store Id ->1    | Sale Amt. ->111.097565        
| Consumed ->150     | Thread-5      | Store Id ->1    | Sale Amt. ->111.097565        
| Produced ->151     | Thread-0      | Store Id ->0    | Sale Amt. ->594.48914        
| Consumed ->151     | Thread-3      | Store Id ->0    | Sale Amt. ->594.48914        
| Produced ->151     | Thread-1      | Store Id ->1    | Sale Amt. ->503.96588        
| Consumed ->151     | Thread-6      | Store Id ->1    | Sale Amt. ->503.96588        
| Produced ->152     | Thread-1      | Store Id ->1    | Sale Amt. ->345.939        
| Consumed ->152     | Thread-3      | Store Id ->1    | Sale Amt. ->345.939        
| Produced ->153     | Thread-0      | Store Id ->0    | Sale Amt. ->103.68092        
| Consumed ->153     | Thread-5      | Store Id ->0    | Sale Amt. ->103.68092        
| Produced ->153     | Thread-0      | Store Id ->0    | Sale Amt. ->248.17897        
| Consumed ->153     | Thread-2      | Store Id ->0    | Sale Amt. ->248.17897        
| Produced ->154     | Thread-1      | Store Id ->1    | Sale Amt. ->384.78897        
| Consumed ->154     | Thread-6      | Store Id ->1    | Sale Amt. ->384.78897        
| Produced ->156     | Thread-1      | Store Id ->1    | Sale Amt. ->681.917        
| Consumed ->156     | Thread-6      | Store Id ->1    | Sale Amt. ->681.917        
| Produced ->157     | Thread-1      | Store Id ->1    | Sale Amt. ->708.5264        
| Consumed ->157     | Thread-5      | Store Id ->1    | Sale Amt. ->708.5264        
| Produced ->158     | Thread-0      | Store Id ->0    | Sale Amt. ->658.9834        
| Consumed ->158     | Thread-2      | Store Id ->0    | Sale Amt. ->658.9834        
| Produced ->160     | Thread-1      | Store Id ->1    | Sale Amt. ->371.6584        
| Consumed ->160     | Thread-6      | Store Id ->1    | Sale Amt. ->371.6584        
| Produced ->161     | Thread-1      | Store Id ->1    | Sale Amt. ->938.6234        
| Consumed ->161     | Thread-5      | Store Id ->1    | Sale Amt. ->938.6234        
| Produced ->161     | Thread-0      | Store Id ->0    | Sale Amt. ->105.59666        
| Consumed ->161     | Thread-2      | Store Id ->0    | Sale Amt. ->105.59666        
| Produced ->162     | Thread-0      | Store Id ->0    | Sale Amt. ->924.48785        
| Consumed ->162     | Thread-6      | Store Id ->0    | Sale Amt. ->924.48785        
| Produced ->164     | Thread-0      | Store Id ->0    | Sale Amt. ->194.42227        
| Consumed ->164     | Thread-2      | Store Id ->0    | Sale Amt. ->194.42227        
| Produced ->164     | Thread-1      | Store Id ->1    | Sale Amt. ->613.17084        
| Consumed ->164     | Thread-3      | Store Id ->1    | Sale Amt. ->613.17084        
| Consumed ->165     | Thread-6      | Store Id ->0    | Sale Amt. ->575.1019        
| Produced ->165     | Thread-0      | Store Id ->0    | Sale Amt. ->575.1019        
| Produced ->165     | Thread-1      | Store Id ->1    | Sale Amt. ->790.89545        
| Consumed ->165     | Thread-4      | Store Id ->1    | Sale Amt. ->790.89545        
| Produced ->167     | Thread-0      | Store Id ->0    | Sale Amt. ->625.6943        
| Consumed ->167     | Thread-3      | Store Id ->0    | Sale Amt. ->625.6943        
| Produced ->167     | Thread-1      | Store Id ->1    | Sale Amt. ->409.6681        
| Consumed ->167     | Thread-5      | Store Id ->1    | Sale Amt. ->409.6681        
| Produced ->171     | Thread-1      | Store Id ->1    | Sale Amt. ->268.50644        
| Produced ->171     | Thread-0      | Store Id ->0    | Sale Amt. ->610.03046        
| Consumed ->171     | Thread-3      | Store Id ->1    | Sale Amt. ->268.50644        
| Consumed ->171     | Thread-4      | Store Id ->0    | Sale Amt. ->610.03046        
| Produced ->172     | Thread-1      | Store Id ->1    | Sale Amt. ->399.8453        
| Consumed ->172     | Thread-4      | Store Id ->1    | Sale Amt. ->399.8453        
| Produced ->173     | Thread-1      | Store Id ->1    | Sale Amt. ->970.9581        
| Consumed ->173     | Thread-4      | Store Id ->1    | Sale Amt. ->970.9581        
| Produced ->174     | Thread-0      | Store Id ->0    | Sale Amt. ->854.3544        
