> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
5 Producers and 5 Consumers to be initilized 

| Consumed ->5     | Thread-8      | Store Id ->0    | Sale Amt. ->571.12885        
| Consumed ->39     | Thread-8      | Store Id ->4    | Sale Amt. ->833.5247        
| Produced ->39     | Thread-3      | Store Id ->3    | Sale Amt. ->94.899445        
| Consumed ->40     | Thread-5      | Store Id ->2    | Sale Amt. ->964.5859        
| Produced ->40     | Thread-2      | Store Id ->2    | Sale Amt. ->909.47125        
| Consumed ->42     | Thread-7      | Store Id ->3    | Sale Amt. ->146.5583        
| Consumed ->42     | Thread-9      | Store Id ->1    | Sale Amt. ->308.05325        
| Produced ->42     | Thread-4      | Store Id ->4    | Sale Amt. ->273.32724        
| Produced ->42     | Thread-1      | Store Id ->1    | Sale Amt. ->705.11194        
| Consumed ->43     | Thread-8      | Store Id ->0    | Sale Amt. ->792.5487        
| Consumed ->44     | Thread-9      | Store Id ->3    | Sale Amt. ->94.899445        
| Consumed ->45     | Thread-5      | Store Id ->2    | Sale Amt. ->909.47125        
| Produced ->45     | Thread-4      | Store Id ->4    | Sale Amt. ->369.35895        
| Produced ->45     | Thread-2      | Store Id ->2    | Sale Amt. ->201.72726        
| Consumed ->46     | Thread-9      | Store Id ->4    | Sale Amt. ->273.32724        
| Produced ->46     | Thread-0      | Store Id ->0    | Sale Amt. ->118.83739        
| Produced ->46     | Thread-1      | Store Id ->1    | Sale Amt. ->449.676        
| Consumed ->47     | Thread-6      | Store Id ->1    | Sale Amt. ->705.11194        
| Produced ->47     | Thread-3      | Store Id ->3    | Sale Amt. ->824.15814        
| Consumed ->49     | Thread-9      | Store Id ->4    | Sale Amt. ->369.35895        
| Consumed ->49     | Thread-8      | Store Id ->2    | Sale Amt. ->201.72726        
| Consumed ->50     | Thread-5      | Store Id ->0    | Sale Amt. ->118.83739        
| Consumed ->51     | Thread-7      | Store Id ->1    | Sale Amt. ->449.676        
| Produced ->51     | Thread-1      | Store Id ->1    | Sale Amt. ->51.75762        
| Consumed ->52     | Thread-8      | Store Id ->3    | Sale Amt. ->824.15814        
| Produced ->52     | Thread-4      | Store Id ->4    | Sale Amt. ->952.4095        
| Produced ->52     | Thread-0      | Store Id ->0    | Sale Amt. ->2.3340528        
| Produced ->52     | Thread-2      | Store Id ->2    | Sale Amt. ->295.6819        
| Produced ->52     | Thread-1      | Store Id ->1    | Sale Amt. ->627.6196        
| Consumed ->53     | Thread-6      | Store Id ->1    | Sale Amt. ->51.75762        
| Produced ->53     | Thread-0      | Store Id ->0    | Sale Amt. ->895.0694        
| Produced ->54     | Thread-2      | Store Id ->2    | Sale Amt. ->118.38683        
| Consumed ->54     | Thread-5      | Store Id ->4    | Sale Amt. ->952.4095        
| Consumed ->56     | Thread-8      | Store Id ->0    | Sale Amt. ->2.3340528        
| Produced ->56     | Thread-3      | Store Id ->3    | Sale Amt. ->293.6738        
| Consumed ->56     | Thread-9      | Store Id ->2    | Sale Amt. ->295.6819        
| Produced ->56     | Thread-4      | Store Id ->4    | Sale Amt. ->64.42138        
| Produced ->57     | Thread-1      | Store Id ->1    | Sale Amt. ->639.0984        
| Consumed ->57     | Thread-7      | Store Id ->1    | Sale Amt. ->627.6196        
| Consumed ->58     | Thread-8      | Store Id ->0    | Sale Amt. ->895.0694        
| Produced ->58     | Thread-2      | Store Id ->2    | Sale Amt. ->303.38898        
| Consumed ->59     | Thread-6      | Store Id ->2    | Sale Amt. ->118.38683        
| Produced ->59     | Thread-4      | Store Id ->4    | Sale Amt. ->214.3022        
| Produced ->60     | Thread-3      | Store Id ->3    | Sale Amt. ->197.07399        
| Consumed ->60     | Thread-5      | Store Id ->3    | Sale Amt. ->293.6738        
| Consumed ->61     | Thread-7      | Store Id ->4    | Sale Amt. ->64.42138        
| Produced ->62     | Thread-0      | Store Id ->0    | Sale Amt. ->382.89636        
| Consumed ->62     | Thread-8      | Store Id ->1    | Sale Amt. ->639.0984        
| Produced ->62     | Thread-2      | Store Id ->2    | Sale Amt. ->139.77351        
| Consumed ->63     | Thread-9      | Store Id ->2    | Sale Amt. ->303.38898        
| Produced ->63     | Thread-1      | Store Id ->1    | Sale Amt. ->789.55914        
| Consumed ->64     | Thread-5      | Store Id ->4    | Sale Amt. ->214.3022        
| Produced ->64     | Thread-2      | Store Id ->2    | Sale Amt. ->696.61414        
| Consumed ->66     | Thread-8      | Store Id ->3    | Sale Amt. ->197.07399        
| Consumed ->66     | Thread-6      | Store Id ->0    | Sale Amt. ->382.89636        
| Produced ->66     | Thread-1      | Store Id ->1    | Sale Amt. ->940.199        
| Produced ->66     | Thread-4      | Store Id ->4    | Sale Amt. ->968.26227        
| Produced ->67     | Thread-3      | Store Id ->3    | Sale Amt. ->301.38773        
| Consumed ->67     | Thread-7      | Store Id ->2    | Sale Amt. ->139.77351        
| Consumed ->69     | Thread-8      | Store Id ->1    | Sale Amt. ->789.55914        
| Produced ->70     | Thread-0      | Store Id ->0    | Sale Amt. ->366.51028        
| Produced ->70     | Thread-1      | Store Id ->1    | Sale Amt. ->12.673878        
| Produced ->70     | Thread-2      | Store Id ->2    | Sale Amt. ->962.5567        
| Consumed ->69     | Thread-9      | Store Id ->2    | Sale Amt. ->696.61414        
| Consumed ->71     | Thread-5      | Store Id ->4    | Sale Amt. ->968.26227        
| Consumed ->70     | Thread-6      | Store Id ->1    | Sale Amt. ->940.199        
| Produced ->71     | Thread-0      | Store Id ->0    | Sale Amt. ->776.0067        
| Consumed ->72     | Thread-7      | Store Id ->3    | Sale Amt. ->301.38773        
| Produced ->73     | Thread-4      | Store Id ->4    | Sale Amt. ->572.6811        
| Consumed ->73     | Thread-6      | Store Id ->2    | Sale Amt. ->962.5567        
| Consumed ->74     | Thread-8      | Store Id ->0    | Sale Amt. ->366.51028        
| Produced ->74     | Thread-0      | Store Id ->0    | Sale Amt. ->662.5761        
| Produced ->74     | Thread-2      | Store Id ->2    | Sale Amt. ->944.63293        
| Consumed ->76     | Thread-9      | Store Id ->0    | Sale Amt. ->776.0067        
| Consumed ->76     | Thread-6      | Store Id ->1    | Sale Amt. ->12.673878        
| Consumed ->78     | Thread-8      | Store Id ->4    | Sale Amt. ->572.6811        
| Consumed ->78     | Thread-5      | Store Id ->0    | Sale Amt. ->662.5761        
| Consumed ->79     | Thread-6      | Store Id ->2    | Sale Amt. ->944.63293        
| Produced ->79     | Thread-3      | Store Id ->3    | Sale Amt. ->715.8661        
| Produced ->79     | Thread-1      | Store Id ->1    | Sale Amt. ->906.20984        
| Consumed ->80     | Thread-7      | Store Id ->1    | Sale Amt. ->906.20984        
| Produced ->80     | Thread-1      | Store Id ->1    | Sale Amt. ->712.8661        
| Produced ->80     | Thread-3      | Store Id ->3    | Sale Amt. ->523.23157        
| Produced ->80     | Thread-2      | Store Id ->2    | Sale Amt. ->753.8231        
| Consumed ->81     | Thread-5      | Store Id ->3    | Sale Amt. ->715.8661        
| Produced ->81     | Thread-1      | Store Id ->1    | Sale Amt. ->704.33594        
| Produced ->81     | Thread-4      | Store Id ->4    | Sale Amt. ->153.75546        
| Consumed ->82     | Thread-9      | Store Id ->1    | Sale Amt. ->712.8661        
| Produced ->82     | Thread-0      | Store Id ->0    | Sale Amt. ->665.99274        
| Consumed ->83     | Thread-8      | Store Id ->2    | Sale Amt. ->753.8231        
| Produced ->83     | Thread-2      | Store Id ->2    | Sale Amt. ->96.788185        
| Consumed ->84     | Thread-7      | Store Id ->3    | Sale Amt. ->523.23157        
| Produced ->84     | Thread-3      | Store Id ->3    | Sale Amt. ->352.38876        
| Consumed ->86     | Thread-5      | Store Id ->4    | Sale Amt. ->153.75546        
| Consumed ->86     | Thread-6      | Store Id ->1    | Sale Amt. ->704.33594        
| Produced ->86     | Thread-0      | Store Id ->0    | Sale Amt. ->461.1187        
| Consumed ->87     | Thread-7      | Store Id ->0    | Sale Amt. ->665.99274        
| Produced ->87     | Thread-4      | Store Id ->4    | Sale Amt. ->610.67377        
| Produced ->87     | Thread-1      | Store Id ->1    | Sale Amt. ->234.04541        
| Consumed ->88     | Thread-9      | Store Id ->2    | Sale Amt. ->96.788185        
| Produced ->88     | Thread-3      | Store Id ->3    | Sale Amt. ->267.6299        
| Produced ->89     | Thread-2      | Store Id ->2    | Sale Amt. ->654.1085        
| Consumed ->89     | Thread-7      | Store Id ->3    | Sale Amt. ->352.38876        
| Produced ->90     | Thread-0      | Store Id ->0    | Sale Amt. ->885.5978        
| Consumed ->90     | Thread-5      | Store Id ->0    | Sale Amt. ->461.1187        
| Consumed ->91     | Thread-8      | Store Id ->4    | Sale Amt. ->610.67377        
| Produced ->91     | Thread-1      | Store Id ->1    | Sale Amt. ->711.3593        
| Consumed ->92     | Thread-8      | Store Id ->1    | Sale Amt. ->234.04541        
| Produced ->92     | Thread-4      | Store Id ->4    | Sale Amt. ->161.89682        
| Consumed ->93     | Thread-6      | Store Id ->3    | Sale Amt. ->267.6299        
| Produced ->93     | Thread-3      | Store Id ->3    | Sale Amt. ->699.78033        
| Consumed ->95     | Thread-7      | Store Id ->2    | Sale Amt. ->654.1085        
| Produced ->95     | Thread-0      | Store Id ->0    | Sale Amt. ->34.557404        
| Produced ->95     | Thread-4      | Store Id ->4    | Sale Amt. ->294.07736        
| Consumed ->95     | Thread-9      | Store Id ->0    | Sale Amt. ->885.5978        
| Produced ->96     | Thread-2      | Store Id ->2    | Sale Amt. ->96.41513        
| Consumed ->96     | Thread-8      | Store Id ->1    | Sale Amt. ->711.3593        
| Consumed ->97     | Thread-7      | Store Id ->4    | Sale Amt. ->161.89682        
| Produced ->97     | Thread-3      | Store Id ->3    | Sale Amt. ->351.8573        
| Consumed ->98     | Thread-5      | Store Id ->3    | Sale Amt. ->699.78033        
| Produced ->98     | Thread-4      | Store Id ->4    | Sale Amt. ->843.67346        
| Consumed ->99     | Thread-8      | Store Id ->4    | Sale Amt. ->294.07736        
| Produced ->99     | Thread-1      | Store Id ->1    | Sale Amt. ->782.94073        
| Consumed ->100     | Thread-5      | Store Id ->0    | Sale Amt. ->34.557404        
| Produced ->100     | Thread-2      | Store Id ->2    | Sale Amt. ->228.3037        
| Consumed ->101     | Thread-7      | Store Id ->2    | Sale Amt. ->96.41513        
| Produced ->101     | Thread-0      | Store Id ->0    | Sale Amt. ->88.039825        
| Consumed ->102     | Thread-6      | Store Id ->3    | Sale Amt. ->351.8573        
| Produced ->102     | Thread-3      | Store Id ->3    | Sale Amt. ->672.98456        
| Consumed ->103     | Thread-8      | Store Id ->4    | Sale Amt. ->843.67346        
| Produced ->104     | Thread-1      | Store Id ->1    | Sale Amt. ->387.79794        
| Consumed ->104     | Thread-9      | Store Id ->1    | Sale Amt. ->782.94073        
| Produced ->104     | Thread-4      | Store Id ->4    | Sale Amt. ->938.9124        
| Produced ->105     | Thread-0      | Store Id ->0    | Sale Amt. ->30.339489        
| Consumed ->105     | Thread-6      | Store Id ->2    | Sale Amt. ->228.3037        
| Produced ->106     | Thread-4      | Store Id ->4    | Sale Amt. ->549.4921        
| Consumed ->106     | Thread-7      | Store Id ->0    | Sale Amt. ->88.039825        
| Consumed ->107     | Thread-8      | Store Id ->3    | Sale Amt. ->672.98456        
| Produced ->108     | Thread-3      | Store Id ->3    | Sale Amt. ->895.7371        
| Produced ->108     | Thread-2      | Store Id ->2    | Sale Amt. ->141.36938        
| Consumed ->108     | Thread-5      | Store Id ->1    | Sale Amt. ->387.79794        
| Consumed ->109     | Thread-6      | Store Id ->4    | Sale Amt. ->938.9124        
| Produced ->109     | Thread-0      | Store Id ->0    | Sale Amt. ->887.1745        
| Consumed ->111     | Thread-9      | Store Id ->4    | Sale Amt. ->549.4921        
| Produced ->111     | Thread-1      | Store Id ->1    | Sale Amt. ->499.6972        
| Consumed ->110     | Thread-8      | Store Id ->0    | Sale Amt. ->30.339489        
| Produced ->111     | Thread-2      | Store Id ->2    | Sale Amt. ->198.01389        
| Consumed ->112     | Thread-5      | Store Id ->3    | Sale Amt. ->895.7371        
| Produced ->112     | Thread-3      | Store Id ->3    | Sale Amt. ->96.78336        
| Consumed ->113     | Thread-6      | Store Id ->2    | Sale Amt. ->141.36938        
| Produced ->113     | Thread-4      | Store Id ->4    | Sale Amt. ->832.0942        
| Produced ->114     | Thread-2      | Store Id ->2    | Sale Amt. ->138.85338        
| Consumed ->114     | Thread-7      | Store Id ->0    | Sale Amt. ->887.1745        
| Consumed ->116     | Thread-5      | Store Id ->1    | Sale Amt. ->499.6972        
| Consumed ->116     | Thread-9      | Store Id ->2    | Sale Amt. ->198.01389        
| Produced ->116     | Thread-0      | Store Id ->0    | Sale Amt. ->394.46027        
| Consumed ->117     | Thread-8      | Store Id ->3    | Sale Amt. ->96.78336        
| Produced ->117     | Thread-1      | Store Id ->1    | Sale Amt. ->764.95776        
| Produced ->117     | Thread-2      | Store Id ->2    | Sale Amt. ->762.3769        
| Produced ->118     | Thread-3      | Store Id ->3    | Sale Amt. ->712.5932        
| Consumed ->118     | Thread-5      | Store Id ->4    | Sale Amt. ->832.0942        
| Consumed ->119     | Thread-9      | Store Id ->2    | Sale Amt. ->138.85338        
| Produced ->119     | Thread-1      | Store Id ->1    | Sale Amt. ->66.44994        
| Consumed ->122     | Thread-8      | Store Id ->1    | Sale Amt. ->764.95776        
| Consumed ->122     | Thread-6      | Store Id ->0    | Sale Amt. ->394.46027        
| Consumed ->122     | Thread-7      | Store Id ->2    | Sale Amt. ->762.3769        
| Produced ->122     | Thread-0      | Store Id ->0    | Sale Amt. ->182.9587        
| Consumed ->123     | Thread-8      | Store Id ->3    | Sale Amt. ->712.5932        
| Produced ->123     | Thread-4      | Store Id ->4    | Sale Amt. ->416.2366        
| Produced ->123     | Thread-2      | Store Id ->2    | Sale Amt. ->639.32764        
| Produced ->123     | Thread-0      | Store Id ->0    | Sale Amt. ->78.75709        
| Consumed ->124     | Thread-5      | Store Id ->1    | Sale Amt. ->66.44994        
| Consumed ->125     | Thread-6      | Store Id ->0    | Sale Amt. ->182.9587        
| Consumed ->127     | Thread-8      | Store Id ->4    | Sale Amt. ->416.2366        
| Consumed ->128     | Thread-7      | Store Id ->2    | Sale Amt. ->639.32764        
| Consumed ->127     | Thread-9      | Store Id ->0    | Sale Amt. ->78.75709        
| Produced ->128     | Thread-3      | Store Id ->3    | Sale Amt. ->947.09344        
| Produced ->128     | Thread-1      | Store Id ->1    | Sale Amt. ->815.2769        
| Consumed ->129     | Thread-9      | Store Id ->3    | Sale Amt. ->947.09344        
| Consumed ->130     | Thread-7      | Store Id ->1    | Sale Amt. ->815.2769        
| Produced ->130     | Thread-4      | Store Id ->4    | Sale Amt. ->703.0653        
| Consumed ->131     | Thread-5      | Store Id ->4    | Sale Amt. ->703.0653        
| Produced ->132     | Thread-0      | Store Id ->0    | Sale Amt. ->748.9843        
| Consumed ->132     | Thread-8      | Store Id ->0    | Sale Amt. ->748.9843        
| Produced ->133     | Thread-2      | Store Id ->2    | Sale Amt. ->557.4011        
| Consumed ->133     | Thread-6      | Store Id ->2    | Sale Amt. ->557.4011        
| Produced ->135     | Thread-0      | Store Id ->0    | Sale Amt. ->879.5989        
| Consumed ->135     | Thread-9      | Store Id ->0    | Sale Amt. ->879.5989        
| Consumed ->135     | Thread-8      | Store Id ->1    | Sale Amt. ->197.11336        
| Produced ->135     | Thread-1      | Store Id ->1    | Sale Amt. ->197.11336        
| Produced ->135     | Thread-2      | Store Id ->2    | Sale Amt. ->968.85394        
| Produced ->135     | Thread-3      | Store Id ->3    | Sale Amt. ->450.12585        
| Consumed ->136     | Thread-6      | Store Id ->3    | Sale Amt. ->450.12585        
| Consumed ->137     | Thread-7      | Store Id ->2    | Sale Amt. ->968.85394        
| Produced ->137     | Thread-1      | Store Id ->1    | Sale Amt. ->824.1422        
| Consumed ->138     | Thread-6      | Store Id ->1    | Sale Amt. ->824.1422        
| Produced ->140     | Thread-4      | Store Id ->4    | Sale Amt. ->435.07602        
| Consumed ->140     | Thread-5      | Store Id ->4    | Sale Amt. ->435.07602        
| Produced ->140     | Thread-1      | Store Id ->1    | Sale Amt. ->377.95694        
| Consumed ->140     | Thread-7      | Store Id ->1    | Sale Amt. ->377.95694        
| Produced ->142     | Thread-2      | Store Id ->2    | Sale Amt. ->970.3158        
| Consumed ->142     | Thread-9      | Store Id ->0    | Sale Amt. ->294.30576        
| Consumed ->142     | Thread-8      | Store Id ->2    | Sale Amt. ->970.3158        
| Produced ->142     | Thread-0      | Store Id ->0    | Sale Amt. ->294.30576        
| Produced ->142     | Thread-3      | Store Id ->3    | Sale Amt. ->450.57306        
| Consumed ->143     | Thread-6      | Store Id ->3    | Sale Amt. ->450.57306        
| Produced ->146     | Thread-4      | Store Id ->4    | Sale Amt. ->856.6166        
| Consumed ->146     | Thread-7      | Store Id ->4    | Sale Amt. ->856.6166        
| Produced ->146     | Thread-2      | Store Id ->2    | Sale Amt. ->555.99634        
| Consumed ->146     | Thread-5      | Store Id ->2    | Sale Amt. ->555.99634        
| Produced ->146     | Thread-1      | Store Id ->1    | Sale Amt. ->167.79234        
| Consumed ->146     | Thread-9      | Store Id ->0    | Sale Amt. ->195.93605        
| Produced ->146     | Thread-3      | Store Id ->3    | Sale Amt. ->638.91034        
| Produced ->146     | Thread-0      | Store Id ->0    | Sale Amt. ->195.93605        
| Consumed ->147     | Thread-8      | Store Id ->1    | Sale Amt. ->167.79234        
| Produced ->147     | Thread-3      | Store Id ->3    | Sale Amt. ->87.38785        
| Produced ->147     | Thread-0      | Store Id ->0    | Sale Amt. ->189.10623        
| Consumed ->148     | Thread-6      | Store Id ->3    | Sale Amt. ->638.91034        
| Produced ->148     | Thread-4      | Store Id ->4    | Sale Amt. ->231.32489        
| Produced ->148     | Thread-3      | Store Id ->3    | Sale Amt. ->723.37964        
| Consumed ->149     | Thread-7      | Store Id ->3    | Sale Amt. ->87.38785        
| Consumed ->150     | Thread-5      | Store Id ->0    | Sale Amt. ->189.10623        
| Consumed ->151     | Thread-6      | Store Id ->3    | Sale Amt. ->723.37964        
| Produced ->151     | Thread-2      | Store Id ->2    | Sale Amt. ->627.3599        
| Produced ->151     | Thread-1      | Store Id ->1    | Sale Amt. ->962.16296        
| Produced ->151     | Thread-0      | Store Id ->0    | Sale Amt. ->590.56854        
| Consumed ->152     | Thread-8      | Store Id ->4    | Sale Amt. ->231.32489        
| Consumed ->153     | Thread-9      | Store Id ->2    | Sale Amt. ->627.3599        
| Produced ->153     | Thread-3      | Store Id ->3    | Sale Amt. ->94.40408        
| Produced ->153     | Thread-0      | Store Id ->0    | Sale Amt. ->374.60007        
| Consumed ->154     | Thread-5      | Store Id ->1    | Sale Amt. ->962.16296        
| Consumed ->155     | Thread-6      | Store Id ->0    | Sale Amt. ->590.56854        
| Consumed ->156     | Thread-7      | Store Id ->3    | Sale Amt. ->94.40408        
| Produced ->156     | Thread-4      | Store Id ->4    | Sale Amt. ->490.49503        
| Consumed ->157     | Thread-5      | Store Id ->0    | Sale Amt. ->374.60007        
| Produced ->157     | Thread-4      | Store Id ->4    | Sale Amt. ->370.11304        
| Produced ->157     | Thread-1      | Store Id ->1    | Sale Amt. ->631.45844        
| Consumed ->158     | Thread-8      | Store Id ->4    | Sale Amt. ->490.49503        
| Consumed ->159     | Thread-9      | Store Id ->4    | Sale Amt. ->370.11304        
| Produced ->159     | Thread-2      | Store Id ->2    | Sale Amt. ->722.98065        
| Produced ->159     | Thread-4      | Store Id ->4    | Sale Amt. ->812.7773        
| Produced ->159     | Thread-0      | Store Id ->0    | Sale Amt. ->754.40656        
| Consumed ->160     | Thread-6      | Store Id ->1    | Sale Amt. ->631.45844        
| Produced ->160     | Thread-3      | Store Id ->3    | Sale Amt. ->823.15314        
| Consumed ->161     | Thread-9      | Store Id ->0    | Sale Amt. ->754.40656        
| Consumed ->162     | Thread-7      | Store Id ->2    | Sale Amt. ->722.98065        
| Produced ->162     | Thread-0      | Store Id ->0    | Sale Amt. ->242.08119        
| Consumed ->163     | Thread-7      | Store Id ->4    | Sale Amt. ->812.7773        
| Consumed ->164     | Thread-9      | Store Id ->3    | Sale Amt. ->823.15314        
| Consumed ->165     | Thread-5      | Store Id ->0    | Sale Amt. ->242.08119        
| Produced ->165     | Thread-1      | Store Id ->1    | Sale Amt. ->868.2229        
| Consumed ->166     | Thread-8      | Store Id ->1    | Sale Amt. ->868.2229        
| Produced ->166     | Thread-2      | Store Id ->2    | Sale Amt. ->598.71387        
| Consumed ->167     | Thread-8      | Store Id ->2    | Sale Amt. ->598.71387        
| Produced ->167     | Thread-1      | Store Id ->1    | Sale Amt. ->816.93066        
| Produced ->167     | Thread-4      | Store Id ->4    | Sale Amt. ->696.39526        
| Produced ->167     | Thread-3      | Store Id ->3    | Sale Amt. ->232.06366        
| Consumed ->168     | Thread-6      | Store Id ->1    | Sale Amt. ->816.93066        
| Produced ->168     | Thread-2      | Store Id ->2    | Sale Amt. ->626.95667        
| Consumed ->169     | Thread-9      | Store Id ->4    | Sale Amt. ->696.39526        
