> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
2 Producers and 2 Consumers to be initilized 

| Produced ->2     | Thread-1      | Store Id ->1    | Sale Amt. ->507.08447        
| Consumed ->79     | Thread-2      | Store Id ->0    | Sale Amt. ->586.63275        
| Produced ->79     | Thread-1      | Store Id ->1    | Sale Amt. ->245.50546        
| Consumed ->80     | Thread-3      | Store Id ->0    | Sale Amt. ->220.76845        
| Produced ->80     | Thread-0      | Store Id ->0    | Sale Amt. ->758.9486        
| Produced ->80     | Thread-1      | Store Id ->1    | Sale Amt. ->935.3142        
| Consumed ->81     | Thread-3      | Store Id ->1    | Sale Amt. ->699.8699        
| Consumed ->82     | Thread-2      | Store Id ->1    | Sale Amt. ->245.50546        
| Produced ->82     | Thread-1      | Store Id ->1    | Sale Amt. ->93.94423        
| Produced ->82     | Thread-0      | Store Id ->0    | Sale Amt. ->620.4602        
| Consumed ->83     | Thread-3      | Store Id ->0    | Sale Amt. ->758.9486        
| Produced ->83     | Thread-1      | Store Id ->1    | Sale Amt. ->230.54643        
| Consumed ->84     | Thread-2      | Store Id ->1    | Sale Amt. ->935.3142        
| Consumed ->85     | Thread-3      | Store Id ->1    | Sale Amt. ->93.94423        
| Consumed ->86     | Thread-2      | Store Id ->0    | Sale Amt. ->620.4602        
| Consumed ->87     | Thread-3      | Store Id ->1    | Sale Amt. ->230.54643        
| Produced ->87     | Thread-0      | Store Id ->0    | Sale Amt. ->807.476        
| Produced ->87     | Thread-1      | Store Id ->1    | Sale Amt. ->931.97144        
| Consumed ->88     | Thread-2      | Store Id ->1    | Sale Amt. ->931.97144        
| Produced ->88     | Thread-1      | Store Id ->1    | Sale Amt. ->445.7908        
| Produced ->88     | Thread-0      | Store Id ->0    | Sale Amt. ->60.802124        
| Consumed ->89     | Thread-3      | Store Id ->0    | Sale Amt. ->807.476        
| Consumed ->90     | Thread-2      | Store Id ->1    | Sale Amt. ->445.7908        
| Consumed ->91     | Thread-3      | Store Id ->0    | Sale Amt. ->60.802124        
| Produced ->91     | Thread-1      | Store Id ->1    | Sale Amt. ->130.83456        
| Consumed ->92     | Thread-2      | Store Id ->1    | Sale Amt. ->130.83456        
| Produced ->92     | Thread-0      | Store Id ->0    | Sale Amt. ->205.4235        
| Produced ->92     | Thread-1      | Store Id ->1    | Sale Amt. ->399.9803        
| Consumed ->93     | Thread-2      | Store Id ->0    | Sale Amt. ->205.4235        
| Consumed ->94     | Thread-3      | Store Id ->1    | Sale Amt. ->399.9803        
| Produced ->96     | Thread-0      | Store Id ->0    | Sale Amt. ->714.27997        
| Consumed ->96     | Thread-2      | Store Id ->0    | Sale Amt. ->714.27997        
| Produced ->96     | Thread-1      | Store Id ->1    | Sale Amt. ->297.75427        
| Consumed ->96     | Thread-3      | Store Id ->1    | Sale Amt. ->297.75427        
| Produced ->96     | Thread-0      | Store Id ->0    | Sale Amt. ->892.76746        
| Consumed ->97     | Thread-3      | Store Id ->0    | Sale Amt. ->892.76746        
| Produced ->97     | Thread-1      | Store Id ->1    | Sale Amt. ->647.6785        
| Consumed ->98     | Thread-2      | Store Id ->1    | Sale Amt. ->647.6785        
| Produced ->98     | Thread-1      | Store Id ->1    | Sale Amt. ->296.64536        
| Consumed ->99     | Thread-2      | Store Id ->1    | Sale Amt. ->296.64536        
| Produced ->99     | Thread-0      | Store Id ->0    | Sale Amt. ->576.3052        
| Consumed ->100     | Thread-3      | Store Id ->0    | Sale Amt. ->576.3052        
| Produced ->101     | Thread-1      | Store Id ->1    | Sale Amt. ->245.56885        
| Consumed ->101     | Thread-2      | Store Id ->1    | Sale Amt. ->245.56885        
| Produced ->101     | Thread-0      | Store Id ->0    | Sale Amt. ->526.9886        
| Consumed ->102     | Thread-3      | Store Id ->0    | Sale Amt. ->526.9886        
| Produced ->102     | Thread-0      | Store Id ->0    | Sale Amt. ->180.13887        
| Consumed ->103     | Thread-2      | Store Id ->0    | Sale Amt. ->180.13887        
| Produced ->103     | Thread-1      | Store Id ->1    | Sale Amt. ->188.05641        
| Consumed ->104     | Thread-2      | Store Id ->1    | Sale Amt. ->188.05641        
| Produced ->106     | Thread-1      | Store Id ->1    | Sale Amt. ->162.21983        
| Consumed ->106     | Thread-3      | Store Id ->1    | Sale Amt. ->162.21983        
| Produced ->106     | Thread-0      | Store Id ->0    | Sale Amt. ->944.9569        
| Consumed ->106     | Thread-2      | Store Id ->0    | Sale Amt. ->944.9569        
| Produced ->108     | Thread-1      | Store Id ->1    | Sale Amt. ->718.4085        
| Consumed ->108     | Thread-2      | Store Id ->1    | Sale Amt. ->718.4085        
| Produced ->108     | Thread-0      | Store Id ->0    | Sale Amt. ->635.9196        
| Consumed ->108     | Thread-3      | Store Id ->0    | Sale Amt. ->635.9196        
| Produced ->110     | Thread-1      | Store Id ->1    | Sale Amt. ->517.8113        
| Consumed ->110     | Thread-2      | Store Id ->1    | Sale Amt. ->517.8113        
| Produced ->110     | Thread-0      | Store Id ->0    | Sale Amt. ->395.78143        
| Consumed ->110     | Thread-3      | Store Id ->0    | Sale Amt. ->395.78143        
| Produced ->112     | Thread-1      | Store Id ->1    | Sale Amt. ->178.65613        
| Consumed ->112     | Thread-3      | Store Id ->1    | Sale Amt. ->178.65613        
| Produced ->112     | Thread-0      | Store Id ->0    | Sale Amt. ->520.9296        
| Consumed ->112     | Thread-2      | Store Id ->0    | Sale Amt. ->520.9296        
| Produced ->112     | Thread-1      | Store Id ->1    | Sale Amt. ->419.17673        
| Consumed ->113     | Thread-2      | Store Id ->1    | Sale Amt. ->419.17673        
| Produced ->113     | Thread-0      | Store Id ->0    | Sale Amt. ->750.20844        
| Consumed ->114     | Thread-3      | Store Id ->0    | Sale Amt. ->750.20844        
| Produced ->116     | Thread-1      | Store Id ->1    | Sale Amt. ->108.72859        
| Consumed ->116     | Thread-3      | Store Id ->1    | Sale Amt. ->108.72859        
| Produced ->116     | Thread-0      | Store Id ->0    | Sale Amt. ->369.3617        
| Consumed ->116     | Thread-2      | Store Id ->0    | Sale Amt. ->369.3617        
| Produced ->118     | Thread-1      | Store Id ->1    | Sale Amt. ->258.12097        
| Consumed ->118     | Thread-3      | Store Id ->1    | Sale Amt. ->258.12097        
| Produced ->118     | Thread-0      | Store Id ->0    | Sale Amt. ->596.6481        
| Consumed ->118     | Thread-2      | Store Id ->0    | Sale Amt. ->596.6481        
| Produced ->119     | Thread-1      | Store Id ->1    | Sale Amt. ->396.1623        
| Consumed ->119     | Thread-3      | Store Id ->1    | Sale Amt. ->396.1623        
| Produced ->121     | Thread-1      | Store Id ->1    | Sale Amt. ->944.0102        
| Consumed ->121     | Thread-2      | Store Id ->1    | Sale Amt. ->944.0102        
| Produced ->121     | Thread-0      | Store Id ->0    | Sale Amt. ->468.56866        
| Consumed ->121     | Thread-3      | Store Id ->0    | Sale Amt. ->468.56866        
| Produced ->121     | Thread-1      | Store Id ->1    | Sale Amt. ->564.30695        
| Produced ->121     | Thread-0      | Store Id ->0    | Sale Amt. ->13.130277        
| Consumed ->122     | Thread-3      | Store Id ->1    | Sale Amt. ->564.30695        
| Produced ->122     | Thread-1      | Store Id ->1    | Sale Amt. ->652.189        
| Consumed ->123     | Thread-2      | Store Id ->0    | Sale Amt. ->13.130277        
| Consumed ->124     | Thread-3      | Store Id ->1    | Sale Amt. ->652.189        
| Produced ->124     | Thread-0      | Store Id ->0    | Sale Amt. ->252.32748        
| Produced ->124     | Thread-1      | Store Id ->1    | Sale Amt. ->472.81583        
| Produced ->124     | Thread-0      | Store Id ->0    | Sale Amt. ->409.89047        
| Consumed ->125     | Thread-3      | Store Id ->0    | Sale Amt. ->252.32748        
| Consumed ->126     | Thread-2      | Store Id ->1    | Sale Amt. ->472.81583        
| Produced ->126     | Thread-1      | Store Id ->1    | Sale Amt. ->716.74255        
| Produced ->126     | Thread-0      | Store Id ->0    | Sale Amt. ->7.0831327        
| Consumed ->127     | Thread-2      | Store Id ->0    | Sale Amt. ->409.89047        
| Produced ->128     | Thread-1      | Store Id ->1    | Sale Amt. ->790.5053        
| Consumed ->128     | Thread-2      | Store Id ->1    | Sale Amt. ->716.74255        
| Consumed ->129     | Thread-3      | Store Id ->0    | Sale Amt. ->7.0831327        
| Produced ->129     | Thread-0      | Store Id ->0    | Sale Amt. ->12.299752        
| Produced ->129     | Thread-1      | Store Id ->1    | Sale Amt. ->723.7681        
| Consumed ->130     | Thread-2      | Store Id ->1    | Sale Amt. ->790.5053        
| Produced ->130     | Thread-1      | Store Id ->1    | Sale Amt. ->343.44815        
| Consumed ->131     | Thread-3      | Store Id ->0    | Sale Amt. ->12.299752        
| Produced ->131     | Thread-0      | Store Id ->0    | Sale Amt. ->308.14755        
| Consumed ->132     | Thread-2      | Store Id ->1    | Sale Amt. ->723.7681        
| Produced ->132     | Thread-0      | Store Id ->0    | Sale Amt. ->827.22156        
| Produced ->132     | Thread-1      | Store Id ->1    | Sale Amt. ->945.22266        
| Consumed ->134     | Thread-3      | Store Id ->1    | Sale Amt. ->343.44815        
| Consumed ->134     | Thread-2      | Store Id ->0    | Sale Amt. ->308.14755        
| Produced ->134     | Thread-0      | Store Id ->0    | Sale Amt. ->176.5864        
| Produced ->134     | Thread-1      | Store Id ->1    | Sale Amt. ->233.64507        
| Consumed ->135     | Thread-3      | Store Id ->0    | Sale Amt. ->827.22156        
| Produced ->135     | Thread-0      | Store Id ->0    | Sale Amt. ->588.6536        
| Consumed ->136     | Thread-2      | Store Id ->1    | Sale Amt. ->945.22266        
| Produced ->136     | Thread-1      | Store Id ->1    | Sale Amt. ->760.98755        
| Consumed ->137     | Thread-3      | Store Id ->0    | Sale Amt. ->176.5864        
| Produced ->137     | Thread-0      | Store Id ->0    | Sale Amt. ->534.2636        
| Consumed ->138     | Thread-2      | Store Id ->1    | Sale Amt. ->233.64507        
| Consumed ->139     | Thread-2      | Store Id ->0    | Sale Amt. ->588.6536        
| Consumed ->140     | Thread-3      | Store Id ->1    | Sale Amt. ->760.98755        
| Produced ->140     | Thread-1      | Store Id ->1    | Sale Amt. ->505.61597        
| Produced ->140     | Thread-1      | Store Id ->1    | Sale Amt. ->981.2928        
| Consumed ->141     | Thread-2      | Store Id ->0    | Sale Amt. ->534.2636        
| Consumed ->142     | Thread-3      | Store Id ->1    | Sale Amt. ->505.61597        
| Produced ->142     | Thread-0      | Store Id ->0    | Sale Amt. ->41.833385        
| Consumed ->143     | Thread-2      | Store Id ->1    | Sale Amt. ->981.2928        
| Produced ->143     | Thread-1      | Store Id ->1    | Sale Amt. ->617.4374        
| Produced ->143     | Thread-0      | Store Id ->0    | Sale Amt. ->295.96307        
| Produced ->143     | Thread-1      | Store Id ->1    | Sale Amt. ->44.537045        
| Consumed ->144     | Thread-2      | Store Id ->0    | Sale Amt. ->41.833385        
| Produced ->144     | Thread-0      | Store Id ->0    | Sale Amt. ->170.747        
| Consumed ->145     | Thread-3      | Store Id ->1    | Sale Amt. ->617.4374        
| Consumed ->146     | Thread-2      | Store Id ->0    | Sale Amt. ->295.96307        
| Produced ->146     | Thread-1      | Store Id ->1    | Sale Amt. ->305.57584        
| Produced ->146     | Thread-1      | Store Id ->1    | Sale Amt. ->765.35        
| Consumed ->147     | Thread-2      | Store Id ->1    | Sale Amt. ->44.537045        
| Consumed ->148     | Thread-3      | Store Id ->0    | Sale Amt. ->170.747        
| Consumed ->149     | Thread-2      | Store Id ->1    | Sale Amt. ->305.57584        
| Produced ->149     | Thread-1      | Store Id ->1    | Sale Amt. ->207.52742        
| Produced ->149     | Thread-0      | Store Id ->0    | Sale Amt. ->812.65753        
| Consumed ->150     | Thread-3      | Store Id ->1    | Sale Amt. ->765.35        
| Produced ->150     | Thread-1      | Store Id ->1    | Sale Amt. ->284.10577        
| Consumed ->151     | Thread-2      | Store Id ->1    | Sale Amt. ->207.52742        
| Produced ->151     | Thread-0      | Store Id ->0    | Sale Amt. ->532.5853        
| Produced ->151     | Thread-1      | Store Id ->1    | Sale Amt. ->331.02917        
| Consumed ->152     | Thread-3      | Store Id ->0    | Sale Amt. ->812.65753        
| Consumed ->153     | Thread-2      | Store Id ->1    | Sale Amt. ->284.10577        
| Produced ->153     | Thread-0      | Store Id ->0    | Sale Amt. ->355.58463        
| Consumed ->154     | Thread-3      | Store Id ->0    | Sale Amt. ->532.5853        
| Consumed ->155     | Thread-2      | Store Id ->1    | Sale Amt. ->331.02917        
| Produced ->155     | Thread-1      | Store Id ->1    | Sale Amt. ->921.20825        
| Produced ->155     | Thread-0      | Store Id ->0    | Sale Amt. ->455.99258        
| Consumed ->156     | Thread-3      | Store Id ->0    | Sale Amt. ->355.58463        
| Consumed ->157     | Thread-2      | Store Id ->1    | Sale Amt. ->921.20825        
| Produced ->157     | Thread-1      | Store Id ->1    | Sale Amt. ->617.3184        
| Produced ->157     | Thread-1      | Store Id ->1    | Sale Amt. ->61.274666        
| Produced ->157     | Thread-0      | Store Id ->0    | Sale Amt. ->763.89575        
| Consumed ->158     | Thread-3      | Store Id ->0    | Sale Amt. ->455.99258        
| Consumed ->159     | Thread-2      | Store Id ->1    | Sale Amt. ->617.3184        
| Produced ->159     | Thread-1      | Store Id ->1    | Sale Amt. ->291.5677        
| Produced ->159     | Thread-0      | Store Id ->0    | Sale Amt. ->686.0053        
| Produced ->159     | Thread-1      | Store Id ->1    | Sale Amt. ->932.44824        
| Consumed ->160     | Thread-2      | Store Id ->1    | Sale Amt. ->61.274666        
| Produced ->160     | Thread-0      | Store Id ->0    | Sale Amt. ->164.81625        
| Consumed ->161     | Thread-3      | Store Id ->0    | Sale Amt. ->763.89575        
| Produced ->161     | Thread-1      | Store Id ->1    | Sale Amt. ->562.1646        
| Consumed ->162     | Thread-2      | Store Id ->1    | Sale Amt. ->291.5677        
| Consumed ->163     | Thread-2      | Store Id ->0    | Sale Amt. ->686.0053        
| Produced ->163     | Thread-0      | Store Id ->0    | Sale Amt. ->140.6769        
| Consumed ->164     | Thread-3      | Store Id ->1    | Sale Amt. ->932.44824        
| Produced ->164     | Thread-0      | Store Id ->0    | Sale Amt. ->218.20926        
| Produced ->164     | Thread-1      | Store Id ->1    | Sale Amt. ->116.79358        
| Consumed ->165     | Thread-2      | Store Id ->0    | Sale Amt. ->164.81625        
| Produced ->165     | Thread-0      | Store Id ->0    | Sale Amt. ->95.11892        
| Consumed ->166     | Thread-3      | Store Id ->1    | Sale Amt. ->562.1646        
| Produced ->166     | Thread-0      | Store Id ->0    | Sale Amt. ->809.4833        
| Consumed ->167     | Thread-2      | Store Id ->0    | Sale Amt. ->140.6769        
| Produced ->167     | Thread-1      | Store Id ->1    | Sale Amt. ->336.79865        
| Consumed ->168     | Thread-3      | Store Id ->0    | Sale Amt. ->218.20926        
| Produced ->168     | Thread-0      | Store Id ->0    | Sale Amt. ->439.7412        
