> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
10 Producers and 5 Consumers to be initilized 

| Produced ->5     | Thread-9      | Store Id ->9    | Sale Amt. ->285.98712        
| Consumed ->18     | Thread-12      | Store Id ->8    | Sale Amt. ->871.36176        
| Produced ->19     | Thread-7      | Store Id ->7    | Sale Amt. ->473.97556        
| Consumed ->19     | Thread-11      | Store Id ->0    | Sale Amt. ->494.19238        
| Produced ->20     | Thread-0      | Store Id ->0    | Sale Amt. ->719.7226        
| Consumed ->20     | Thread-14      | Store Id ->9    | Sale Amt. ->877.1675        
| Consumed ->21     | Thread-10      | Store Id ->3    | Sale Amt. ->429.8715        
| Produced ->21     | Thread-1      | Store Id ->1    | Sale Amt. ->265.62808        
| Produced ->22     | Thread-5      | Store Id ->5    | Sale Amt. ->472.24512        
| Consumed ->22     | Thread-12      | Store Id ->5    | Sale Amt. ->695.61066        
| Consumed ->24     | Thread-10      | Store Id ->6    | Sale Amt. ->867.9414        
| Consumed ->24     | Thread-13      | Store Id ->7    | Sale Amt. ->473.97556        
| Produced ->24     | Thread-4      | Store Id ->4    | Sale Amt. ->498.93246        
| Produced ->24     | Thread-3      | Store Id ->3    | Sale Amt. ->229.22234        
| Produced ->25     | Thread-6      | Store Id ->6    | Sale Amt. ->366.27246        
| Consumed ->25     | Thread-14      | Store Id ->0    | Sale Amt. ->719.7226        
| Consumed ->26     | Thread-11      | Store Id ->1    | Sale Amt. ->265.62808        
| Produced ->26     | Thread-9      | Store Id ->9    | Sale Amt. ->939.1856        
| Consumed ->27     | Thread-12      | Store Id ->5    | Sale Amt. ->472.24512        
| Produced ->27     | Thread-1      | Store Id ->1    | Sale Amt. ->485.3841        
| Produced ->28     | Thread-2      | Store Id ->2    | Sale Amt. ->591.13025        
| Consumed ->28     | Thread-14      | Store Id ->3    | Sale Amt. ->229.22234        
| Consumed ->30     | Thread-10      | Store Id ->6    | Sale Amt. ->366.27246        
| Produced ->30     | Thread-6      | Store Id ->6    | Sale Amt. ->446.6201        
| Consumed ->30     | Thread-13      | Store Id ->4    | Sale Amt. ->498.93246        
| Consumed ->31     | Thread-12      | Store Id ->9    | Sale Amt. ->939.1856        
| Produced ->30     | Thread-1      | Store Id ->1    | Sale Amt. ->983.5961        
| Produced ->31     | Thread-5      | Store Id ->5    | Sale Amt. ->958.8023        
| Consumed ->32     | Thread-10      | Store Id ->1    | Sale Amt. ->485.3841        
| Produced ->32     | Thread-9      | Store Id ->9    | Sale Amt. ->681.74646        
| Consumed ->33     | Thread-14      | Store Id ->2    | Sale Amt. ->591.13025        
| Produced ->33     | Thread-6      | Store Id ->6    | Sale Amt. ->742.4833        
| Produced ->34     | Thread-0      | Store Id ->0    | Sale Amt. ->845.28925        
| Consumed ->34     | Thread-12      | Store Id ->6    | Sale Amt. ->446.6201        
| Consumed ->35     | Thread-14      | Store Id ->1    | Sale Amt. ->983.5961        
| Produced ->35     | Thread-2      | Store Id ->2    | Sale Amt. ->721.68677        
| Consumed ->36     | Thread-10      | Store Id ->5    | Sale Amt. ->958.8023        
| Produced ->36     | Thread-8      | Store Id ->8    | Sale Amt. ->96.30147        
| Consumed ->37     | Thread-11      | Store Id ->9    | Sale Amt. ->681.74646        
| Produced ->37     | Thread-6      | Store Id ->6    | Sale Amt. ->376.95013        
| Consumed ->38     | Thread-13      | Store Id ->6    | Sale Amt. ->742.4833        
| Produced ->38     | Thread-8      | Store Id ->8    | Sale Amt. ->727.3007        
| Produced ->39     | Thread-2      | Store Id ->2    | Sale Amt. ->77.34125        
| Consumed ->39     | Thread-10      | Store Id ->0    | Sale Amt. ->845.28925        
| Consumed ->41     | Thread-11      | Store Id ->8    | Sale Amt. ->96.30147        
| Produced ->41     | Thread-9      | Store Id ->9    | Sale Amt. ->558.76575        
| Consumed ->41     | Thread-10      | Store Id ->2    | Sale Amt. ->721.68677        
| Produced ->41     | Thread-5      | Store Id ->5    | Sale Amt. ->209.71796        
| Produced ->42     | Thread-0      | Store Id ->0    | Sale Amt. ->329.17374        
| Consumed ->42     | Thread-14      | Store Id ->6    | Sale Amt. ->376.95013        
| Produced ->43     | Thread-1      | Store Id ->1    | Sale Amt. ->572.9155        
| Consumed ->43     | Thread-12      | Store Id ->8    | Sale Amt. ->727.3007        
| Consumed ->44     | Thread-13      | Store Id ->2    | Sale Amt. ->77.34125        
| Produced ->44     | Thread-7      | Store Id ->7    | Sale Amt. ->55.489113        
| Produced ->45     | Thread-6      | Store Id ->6    | Sale Amt. ->541.0944        
| Consumed ->45     | Thread-12      | Store Id ->9    | Sale Amt. ->558.76575        
| Consumed ->46     | Thread-14      | Store Id ->5    | Sale Amt. ->209.71796        
| Produced ->46     | Thread-3      | Store Id ->3    | Sale Amt. ->461.10663        
| Consumed ->47     | Thread-10      | Store Id ->0    | Sale Amt. ->329.17374        
| Produced ->47     | Thread-4      | Store Id ->4    | Sale Amt. ->238.32933        
| Consumed ->48     | Thread-11      | Store Id ->1    | Sale Amt. ->572.9155        
| Produced ->48     | Thread-8      | Store Id ->8    | Sale Amt. ->454.8732        
| Consumed ->49     | Thread-13      | Store Id ->7    | Sale Amt. ->55.489113        
| Produced ->49     | Thread-6      | Store Id ->6    | Sale Amt. ->804.24854        
| Produced ->50     | Thread-9      | Store Id ->9    | Sale Amt. ->257.9834        
| Consumed ->50     | Thread-12      | Store Id ->6    | Sale Amt. ->541.0944        
| Produced ->51     | Thread-0      | Store Id ->0    | Sale Amt. ->694.0575        
| Consumed ->51     | Thread-11      | Store Id ->3    | Sale Amt. ->461.10663        
| Consumed ->52     | Thread-12      | Store Id ->4    | Sale Amt. ->238.32933        
| Produced ->52     | Thread-1      | Store Id ->1    | Sale Amt. ->67.010475        
| Consumed ->53     | Thread-11      | Store Id ->8    | Sale Amt. ->454.8732        
| Produced ->53     | Thread-5      | Store Id ->5    | Sale Amt. ->47.30099        
| Consumed ->54     | Thread-10      | Store Id ->6    | Sale Amt. ->804.24854        
| Produced ->54     | Thread-2      | Store Id ->2    | Sale Amt. ->84.295944        
| Produced ->55     | Thread-1      | Store Id ->1    | Sale Amt. ->757.5972        
| Consumed ->55     | Thread-14      | Store Id ->9    | Sale Amt. ->257.9834        
| Consumed ->56     | Thread-10      | Store Id ->0    | Sale Amt. ->694.0575        
| Produced ->56     | Thread-7      | Store Id ->7    | Sale Amt. ->777.5408        
| Consumed ->57     | Thread-13      | Store Id ->1    | Sale Amt. ->67.010475        
| Produced ->57     | Thread-3      | Store Id ->3    | Sale Amt. ->803.59564        
| Produced ->58     | Thread-6      | Store Id ->6    | Sale Amt. ->198.13142        
| Consumed ->58     | Thread-14      | Store Id ->5    | Sale Amt. ->47.30099        
| Consumed ->59     | Thread-12      | Store Id ->2    | Sale Amt. ->84.295944        
| Produced ->59     | Thread-2      | Store Id ->2    | Sale Amt. ->116.27659        
| Consumed ->61     | Thread-10      | Store Id ->7    | Sale Amt. ->777.5408        
| Consumed ->61     | Thread-11      | Store Id ->1    | Sale Amt. ->757.5972        
| Produced ->61     | Thread-8      | Store Id ->8    | Sale Amt. ->398.58566        
| Produced ->61     | Thread-0      | Store Id ->0    | Sale Amt. ->178.90015        
| Produced ->62     | Thread-5      | Store Id ->5    | Sale Amt. ->352.14777        
| Consumed ->62     | Thread-11      | Store Id ->3    | Sale Amt. ->803.59564        
| Consumed ->63     | Thread-10      | Store Id ->6    | Sale Amt. ->198.13142        
| Produced ->63     | Thread-2      | Store Id ->2    | Sale Amt. ->140.76596        
| Produced ->64     | Thread-7      | Store Id ->7    | Sale Amt. ->203.92264        
| Consumed ->64     | Thread-13      | Store Id ->2    | Sale Amt. ->116.27659        
| Produced ->65     | Thread-3      | Store Id ->3    | Sale Amt. ->598.62274        
| Consumed ->65     | Thread-14      | Store Id ->8    | Sale Amt. ->398.58566        
| Produced ->66     | Thread-2      | Store Id ->2    | Sale Amt. ->264.26694        
| Consumed ->66     | Thread-11      | Store Id ->0    | Sale Amt. ->178.90015        
| Consumed ->68     | Thread-14      | Store Id ->5    | Sale Amt. ->352.14777        
| Consumed ->69     | Thread-13      | Store Id ->7    | Sale Amt. ->203.92264        
| Consumed ->68     | Thread-12      | Store Id ->2    | Sale Amt. ->140.76596        
| Produced ->69     | Thread-9      | Store Id ->9    | Sale Amt. ->613.9367        
| Produced ->69     | Thread-0      | Store Id ->0    | Sale Amt. ->109.518486        
| Produced ->69     | Thread-5      | Store Id ->5    | Sale Amt. ->614.6698        
| Produced ->70     | Thread-3      | Store Id ->3    | Sale Amt. ->962.3818        
| Consumed ->70     | Thread-10      | Store Id ->3    | Sale Amt. ->598.62274        
| Produced ->71     | Thread-9      | Store Id ->9    | Sale Amt. ->334.35037        
| Consumed ->72     | Thread-11      | Store Id ->2    | Sale Amt. ->264.26694        
| Consumed ->72     | Thread-13      | Store Id ->9    | Sale Amt. ->613.9367        
| Produced ->72     | Thread-5      | Store Id ->5    | Sale Amt. ->491.13187        
| Produced ->73     | Thread-0      | Store Id ->0    | Sale Amt. ->551.58514        
| Consumed ->73     | Thread-10      | Store Id ->5    | Sale Amt. ->614.6698        
| Produced ->74     | Thread-6      | Store Id ->6    | Sale Amt. ->612.6192        
| Consumed ->74     | Thread-13      | Store Id ->0    | Sale Amt. ->109.518486        
| Produced ->75     | Thread-9      | Store Id ->9    | Sale Amt. ->925.04565        
| Consumed ->75     | Thread-10      | Store Id ->3    | Sale Amt. ->962.3818        
| Produced ->76     | Thread-7      | Store Id ->7    | Sale Amt. ->298.15576        
| Consumed ->76     | Thread-14      | Store Id ->9    | Sale Amt. ->334.35037        
| Consumed ->77     | Thread-12      | Store Id ->5    | Sale Amt. ->491.13187        
| Produced ->77     | Thread-2      | Store Id ->2    | Sale Amt. ->842.9814        
| Produced ->78     | Thread-1      | Store Id ->1    | Sale Amt. ->690.04285        
| Consumed ->78     | Thread-13      | Store Id ->0    | Sale Amt. ->551.58514        
| Produced ->79     | Thread-3      | Store Id ->3    | Sale Amt. ->431.3123        
| Consumed ->79     | Thread-11      | Store Id ->6    | Sale Amt. ->612.6192        
| Produced ->80     | Thread-0      | Store Id ->0    | Sale Amt. ->38.688046        
| Consumed ->80     | Thread-14      | Store Id ->9    | Sale Amt. ->925.04565        
| Produced ->81     | Thread-5      | Store Id ->5    | Sale Amt. ->338.41144        
| Consumed ->81     | Thread-10      | Store Id ->7    | Sale Amt. ->298.15576        
| Produced ->82     | Thread-2      | Store Id ->2    | Sale Amt. ->917.67975        
| Consumed ->82     | Thread-12      | Store Id ->2    | Sale Amt. ->842.9814        
| Produced ->83     | Thread-4      | Store Id ->4    | Sale Amt. ->732.4557        
| Consumed ->83     | Thread-13      | Store Id ->1    | Sale Amt. ->690.04285        
| Produced ->84     | Thread-1      | Store Id ->1    | Sale Amt. ->438.08792        
| Consumed ->84     | Thread-11      | Store Id ->3    | Sale Amt. ->431.3123        
| Consumed ->85     | Thread-12      | Store Id ->0    | Sale Amt. ->38.688046        
| Produced ->86     | Thread-9      | Store Id ->9    | Sale Amt. ->126.935616        
| Produced ->86     | Thread-8      | Store Id ->8    | Sale Amt. ->169.57982        
| Consumed ->86     | Thread-14      | Store Id ->5    | Sale Amt. ->338.41144        
| Consumed ->87     | Thread-13      | Store Id ->2    | Sale Amt. ->917.67975        
| Produced ->87     | Thread-0      | Store Id ->0    | Sale Amt. ->332.92853        
| Consumed ->88     | Thread-11      | Store Id ->4    | Sale Amt. ->732.4557        
| Produced ->88     | Thread-6      | Store Id ->6    | Sale Amt. ->511.67838        
| Consumed ->90     | Thread-10      | Store Id ->1    | Sale Amt. ->438.08792        
| Produced ->90     | Thread-4      | Store Id ->4    | Sale Amt. ->833.69324        
| Produced ->90     | Thread-2      | Store Id ->2    | Sale Amt. ->512.0684        
| Produced ->91     | Thread-7      | Store Id ->7    | Sale Amt. ->936.4661        
| Consumed ->91     | Thread-13      | Store Id ->8    | Sale Amt. ->169.57982        
| Consumed ->91     | Thread-12      | Store Id ->9    | Sale Amt. ->126.935616        
| Consumed ->92     | Thread-13      | Store Id ->0    | Sale Amt. ->332.92853        
| Produced ->92     | Thread-2      | Store Id ->2    | Sale Amt. ->641.3583        
| Consumed ->93     | Thread-14      | Store Id ->6    | Sale Amt. ->511.67838        
| Produced ->93     | Thread-6      | Store Id ->6    | Sale Amt. ->85.77267        
| Consumed ->94     | Thread-13      | Store Id ->2    | Sale Amt. ->512.0684        
| Produced ->95     | Thread-8      | Store Id ->8    | Sale Amt. ->250.2966        
| Consumed ->95     | Thread-11      | Store Id ->4    | Sale Amt. ->833.69324        
| Produced ->95     | Thread-4      | Store Id ->4    | Sale Amt. ->40.083332        
| Produced ->96     | Thread-3      | Store Id ->3    | Sale Amt. ->622.4206        
| Consumed ->96     | Thread-12      | Store Id ->7    | Sale Amt. ->936.4661        
| Produced ->97     | Thread-6      | Store Id ->6    | Sale Amt. ->537.00256        
| Consumed ->97     | Thread-10      | Store Id ->2    | Sale Amt. ->641.3583        
| Consumed ->98     | Thread-13      | Store Id ->6    | Sale Amt. ->85.77267        
| Produced ->98     | Thread-7      | Store Id ->7    | Sale Amt. ->646.23596        
| Consumed ->99     | Thread-14      | Store Id ->8    | Sale Amt. ->250.2966        
| Produced ->99     | Thread-8      | Store Id ->8    | Sale Amt. ->920.7787        
| Consumed ->100     | Thread-12      | Store Id ->4    | Sale Amt. ->40.083332        
| Produced ->100     | Thread-4      | Store Id ->4    | Sale Amt. ->291.8913        
| Produced ->101     | Thread-3      | Store Id ->3    | Sale Amt. ->883.7186        
| Consumed ->101     | Thread-11      | Store Id ->3    | Sale Amt. ->622.4206        
| Produced ->102     | Thread-4      | Store Id ->4    | Sale Amt. ->352.17273        
| Consumed ->102     | Thread-10      | Store Id ->6    | Sale Amt. ->537.00256        
| Consumed ->103     | Thread-14      | Store Id ->7    | Sale Amt. ->646.23596        
| Produced ->103     | Thread-8      | Store Id ->8    | Sale Amt. ->910.66425        
| Produced ->104     | Thread-3      | Store Id ->3    | Sale Amt. ->229.87819        
| Consumed ->105     | Thread-11      | Store Id ->4    | Sale Amt. ->291.8913        
| Produced ->105     | Thread-1      | Store Id ->1    | Sale Amt. ->659.25        
| Consumed ->105     | Thread-13      | Store Id ->8    | Sale Amt. ->920.7787        
| Consumed ->106     | Thread-14      | Store Id ->3    | Sale Amt. ->883.7186        
| Produced ->106     | Thread-5      | Store Id ->5    | Sale Amt. ->91.52147        
| Consumed ->107     | Thread-10      | Store Id ->4    | Sale Amt. ->352.17273        
| Produced ->107     | Thread-3      | Store Id ->3    | Sale Amt. ->548.8497        
| Consumed ->108     | Thread-12      | Store Id ->8    | Sale Amt. ->910.66425        
| Produced ->108     | Thread-6      | Store Id ->6    | Sale Amt. ->488.5642        
| Consumed ->109     | Thread-13      | Store Id ->3    | Sale Amt. ->229.87819        
| Produced ->109     | Thread-4      | Store Id ->4    | Sale Amt. ->530.0173        
| Consumed ->110     | Thread-14      | Store Id ->1    | Sale Amt. ->659.25        
| Consumed ->111     | Thread-11      | Store Id ->5    | Sale Amt. ->91.52147        
| Produced ->110     | Thread-8      | Store Id ->8    | Sale Amt. ->32.208214        
| Produced ->111     | Thread-6      | Store Id ->6    | Sale Amt. ->473.4904        
| Produced ->112     | Thread-5      | Store Id ->5    | Sale Amt. ->190.59898        
| Consumed ->112     | Thread-12      | Store Id ->3    | Sale Amt. ->548.8497        
| Produced ->113     | Thread-4      | Store Id ->4    | Sale Amt. ->387.43854        
| Consumed ->113     | Thread-10      | Store Id ->6    | Sale Amt. ->488.5642        
| Consumed ->114     | Thread-14      | Store Id ->4    | Sale Amt. ->530.0173        
| Produced ->114     | Thread-1      | Store Id ->1    | Sale Amt. ->155.70963        
| Consumed ->115     | Thread-12      | Store Id ->8    | Sale Amt. ->32.208214        
| Produced ->115     | Thread-3      | Store Id ->3    | Sale Amt. ->868.6233        
| Consumed ->116     | Thread-11      | Store Id ->6    | Sale Amt. ->473.4904        
| Produced ->116     | Thread-5      | Store Id ->5    | Sale Amt. ->648.12506        
| Produced ->117     | Thread-6      | Store Id ->6    | Sale Amt. ->137.53798        
| Consumed ->117     | Thread-13      | Store Id ->5    | Sale Amt. ->190.59898        
| Consumed ->118     | Thread-14      | Store Id ->4    | Sale Amt. ->387.43854        
| Produced ->118     | Thread-7      | Store Id ->7    | Sale Amt. ->182.08434        
| Produced ->119     | Thread-8      | Store Id ->8    | Sale Amt. ->584.36584        
| Consumed ->119     | Thread-13      | Store Id ->1    | Sale Amt. ->155.70963        
| Consumed ->120     | Thread-10      | Store Id ->3    | Sale Amt. ->868.6233        
| Produced ->120     | Thread-7      | Store Id ->7    | Sale Amt. ->793.33826        
| Consumed ->121     | Thread-13      | Store Id ->5    | Sale Amt. ->648.12506        
| Produced ->121     | Thread-5      | Store Id ->5    | Sale Amt. ->950.70966        
| Consumed ->123     | Thread-12      | Store Id ->7    | Sale Amt. ->182.08434        
| Produced ->124     | Thread-7      | Store Id ->7    | Sale Amt. ->191.56253        
| Consumed ->123     | Thread-10      | Store Id ->6    | Sale Amt. ->137.53798        
| Produced ->124     | Thread-4      | Store Id ->4    | Sale Amt. ->590.32214        
| Produced ->124     | Thread-1      | Store Id ->1    | Sale Amt. ->4.3105474        
| Consumed ->124     | Thread-11      | Store Id ->8    | Sale Amt. ->584.36584        
| Produced ->125     | Thread-0      | Store Id ->0    | Sale Amt. ->796.22675        
| Consumed ->125     | Thread-14      | Store Id ->7    | Sale Amt. ->793.33826        
| Consumed ->126     | Thread-14      | Store Id ->5    | Sale Amt. ->950.70966        
| Produced ->126     | Thread-5      | Store Id ->5    | Sale Amt. ->538.5534        
| Produced ->127     | Thread-1      | Store Id ->1    | Sale Amt. ->799.63306        
| Consumed ->127     | Thread-13      | Store Id ->7    | Sale Amt. ->191.56253        
| Consumed ->128     | Thread-12      | Store Id ->4    | Sale Amt. ->590.32214        
| Produced ->128     | Thread-8      | Store Id ->8    | Sale Amt. ->565.2109        
| Produced ->129     | Thread-4      | Store Id ->4    | Sale Amt. ->907.87756        
| Consumed ->129     | Thread-13      | Store Id ->1    | Sale Amt. ->4.3105474        
| Consumed ->130     | Thread-12      | Store Id ->0    | Sale Amt. ->796.22675        
| Produced ->130     | Thread-3      | Store Id ->3    | Sale Amt. ->530.3552        
| Produced ->131     | Thread-3      | Store Id ->3    | Sale Amt. ->874.9569        
| Consumed ->131     | Thread-11      | Store Id ->5    | Sale Amt. ->538.5534        
| Produced ->132     | Thread-5      | Store Id ->5    | Sale Amt. ->158.42334        
| Consumed ->132     | Thread-10      | Store Id ->1    | Sale Amt. ->799.63306        
| Consumed ->133     | Thread-14      | Store Id ->8    | Sale Amt. ->565.2109        
| Produced ->133     | Thread-1      | Store Id ->1    | Sale Amt. ->811.4036        
| Consumed ->134     | Thread-12      | Store Id ->4    | Sale Amt. ->907.87756        
| Produced ->134     | Thread-5      | Store Id ->5    | Sale Amt. ->806.3685        
| Consumed ->136     | Thread-13      | Store Id ->3    | Sale Amt. ->874.9569        
| Consumed ->136     | Thread-11      | Store Id ->3    | Sale Amt. ->530.3552        
| Produced ->136     | Thread-4      | Store Id ->4    | Sale Amt. ->139.53807        
| Produced ->136     | Thread-7      | Store Id ->7    | Sale Amt. ->27.221134        
| Produced ->137     | Thread-3      | Store Id ->3    | Sale Amt. ->562.49677        
| Consumed ->137     | Thread-10      | Store Id ->5    | Sale Amt. ->158.42334        
| Consumed ->138     | Thread-13      | Store Id ->1    | Sale Amt. ->811.4036        
| Produced ->138     | Thread-5      | Store Id ->5    | Sale Amt. ->989.85754        
| Consumed ->139     | Thread-14      | Store Id ->5    | Sale Amt. ->806.3685        
| Produced ->139     | Thread-8      | Store Id ->8    | Sale Amt. ->885.1027        
| Consumed ->140     | Thread-12      | Store Id ->4    | Sale Amt. ->139.53807        
| Produced ->140     | Thread-7      | Store Id ->7    | Sale Amt. ->659.7103        
| Consumed ->141     | Thread-10      | Store Id ->7    | Sale Amt. ->27.221134        
| Produced ->141     | Thread-2      | Store Id ->2    | Sale Amt. ->59.801693        
| Produced ->142     | Thread-9      | Store Id ->9    | Sale Amt. ->415.39542        
| Consumed ->142     | Thread-11      | Store Id ->3    | Sale Amt. ->562.49677        
| Consumed ->143     | Thread-12      | Store Id ->5    | Sale Amt. ->989.85754        
| Produced ->143     | Thread-8      | Store Id ->8    | Sale Amt. ->911.10767        
| Consumed ->144     | Thread-11      | Store Id ->8    | Sale Amt. ->885.1027        
| Produced ->144     | Thread-1      | Store Id ->1    | Sale Amt. ->990.06805        
| Produced ->145     | Thread-2      | Store Id ->2    | Sale Amt. ->813.09546        
| Consumed ->145     | Thread-14      | Store Id ->7    | Sale Amt. ->659.7103        
| Consumed ->146     | Thread-13      | Store Id ->2    | Sale Amt. ->59.801693        
| Produced ->146     | Thread-5      | Store Id ->5    | Sale Amt. ->950.78217        
| Produced ->147     | Thread-4      | Store Id ->4    | Sale Amt. ->790.13635        
| Consumed ->147     | Thread-10      | Store Id ->9    | Sale Amt. ->415.39542        
| Produced ->148     | Thread-5      | Store Id ->5    | Sale Amt. ->904.52795        
| Consumed ->148     | Thread-10      | Store Id ->8    | Sale Amt. ->911.10767        
| Consumed ->149     | Thread-12      | Store Id ->1    | Sale Amt. ->990.06805        
| Produced ->149     | Thread-9      | Store Id ->9    | Sale Amt. ->480.7821        
| Produced ->150     | Thread-4      | Store Id ->4    | Sale Amt. ->731.45056        
| Consumed ->150     | Thread-10      | Store Id ->2    | Sale Amt. ->813.09546        
| Consumed ->151     | Thread-13      | Store Id ->5    | Sale Amt. ->950.78217        
| Produced ->151     | Thread-8      | Store Id ->8    | Sale Amt. ->659.72577        
| Consumed ->152     | Thread-11      | Store Id ->4    | Sale Amt. ->790.13635        
| Produced ->152     | Thread-7      | Store Id ->7    | Sale Amt. ->857.4179        
| Produced ->153     | Thread-3      | Store Id ->3    | Sale Amt. ->277.3509        
| Consumed ->153     | Thread-14      | Store Id ->5    | Sale Amt. ->904.52795        
| Consumed ->154     | Thread-13      | Store Id ->9    | Sale Amt. ->480.7821        
| Produced ->154     | Thread-9      | Store Id ->9    | Sale Amt. ->199.19751        
| Produced ->155     | Thread-2      | Store Id ->2    | Sale Amt. ->74.43754        
| Consumed ->155     | Thread-12      | Store Id ->4    | Sale Amt. ->731.45056        
| Produced ->156     | Thread-2      | Store Id ->2    | Sale Amt. ->791.7408        
| Consumed ->156     | Thread-10      | Store Id ->8    | Sale Amt. ->659.72577        
| Consumed ->157     | Thread-12      | Store Id ->7    | Sale Amt. ->857.4179        
| Produced ->157     | Thread-9      | Store Id ->9    | Sale Amt. ->879.30304        
| Produced ->158     | Thread-7      | Store Id ->7    | Sale Amt. ->493.67044        
| Consumed ->158     | Thread-13      | Store Id ->3    | Sale Amt. ->277.3509        
| Consumed ->159     | Thread-12      | Store Id ->9    | Sale Amt. ->199.19751        
| Produced ->159     | Thread-8      | Store Id ->8    | Sale Amt. ->587.8075        
| Produced ->160     | Thread-5      | Store Id ->5    | Sale Amt. ->794.24493        
| Consumed ->160     | Thread-14      | Store Id ->2    | Sale Amt. ->74.43754        
| Produced ->161     | Thread-1      | Store Id ->1    | Sale Amt. ->360.94974        
| Consumed ->161     | Thread-11      | Store Id ->2    | Sale Amt. ->791.7408        
| Produced ->162     | Thread-9      | Store Id ->9    | Sale Amt. ->415.14764        
| Consumed ->162     | Thread-10      | Store Id ->9    | Sale Amt. ->879.30304        
| Produced ->164     | Thread-5      | Store Id ->5    | Sale Amt. ->624.4929        
| Produced ->164     | Thread-1      | Store Id ->1    | Sale Amt. ->489.01556        
| Consumed ->164     | Thread-12      | Store Id ->7    | Sale Amt. ->493.67044        
| Consumed ->164     | Thread-14      | Store Id ->8    | Sale Amt. ->587.8075        
| Produced ->165     | Thread-2      | Store Id ->2    | Sale Amt. ->85.15155        
| Produced ->166     | Thread-3      | Store Id ->3    | Sale Amt. ->723.3182        
| Consumed ->166     | Thread-14      | Store Id ->1    | Sale Amt. ->360.94974        
| Produced ->167     | Thread-6      | Store Id ->6    | Sale Amt. ->536.59186        
| Consumed ->167     | Thread-13      | Store Id ->9    | Sale Amt. ->415.14764        
| Consumed ->166     | Thread-11      | Store Id ->5    | Sale Amt. ->794.24493        
| Produced ->168     | Thread-0      | Store Id ->0    | Sale Amt. ->717.1587        
| Consumed ->168     | Thread-10      | Store Id ->5    | Sale Amt. ->624.4929        
