> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :run
5 Producers and 10 Consumers to be initilized 

| Consumed ->10     | Thread-11      | Store Id ->1    | Sale Amt. ->779.0888        
| Consumed ->23     | Thread-11      | Store Id ->0    | Sale Amt. ->698.76965        
| Consumed ->23     | Thread-7      | Store Id ->2    | Sale Amt. ->937.3876        
| Produced ->23     | Thread-0      | Store Id ->0    | Sale Amt. ->698.76965        
| Produced ->23     | Thread-1      | Store Id ->1    | Sale Amt. ->745.58295        
| Produced ->23     | Thread-2      | Store Id ->2    | Sale Amt. ->937.3876        
| Produced ->23     | Thread-4      | Store Id ->4    | Sale Amt. ->414.57062        
| Consumed ->23     | Thread-14      | Store Id ->4    | Sale Amt. ->414.57062        
| Produced ->26     | Thread-0      | Store Id ->0    | Sale Amt. ->102.518456        
| Consumed ->26     | Thread-12      | Store Id ->0    | Sale Amt. ->102.518456        
| Produced ->29     | Thread-4      | Store Id ->4    | Sale Amt. ->671.1133        
| Consumed ->29     | Thread-7      | Store Id ->4    | Sale Amt. ->671.1133        
| Consumed ->29     | Thread-13      | Store Id ->2    | Sale Amt. ->441.00754        
| Produced ->29     | Thread-2      | Store Id ->2    | Sale Amt. ->441.00754        
| Produced ->29     | Thread-2      | Store Id ->2    | Sale Amt. ->600.5982        
| Consumed ->29     | Thread-14      | Store Id ->2    | Sale Amt. ->600.5982        
| Produced ->30     | Thread-3      | Store Id ->3    | Sale Amt. ->439.01178        
| Consumed ->30     | Thread-5      | Store Id ->1    | Sale Amt. ->315.42914        
| Consumed ->30     | Thread-11      | Store Id ->0    | Sale Amt. ->759.829        
| Consumed ->30     | Thread-12      | Store Id ->3    | Sale Amt. ->439.01178        
| Produced ->30     | Thread-1      | Store Id ->1    | Sale Amt. ->315.42914        
| Produced ->30     | Thread-0      | Store Id ->0    | Sale Amt. ->759.829        
| Produced ->31     | Thread-2      | Store Id ->2    | Sale Amt. ->36.582275        
| Consumed ->31     | Thread-11      | Store Id ->2    | Sale Amt. ->36.582275        
| Produced ->31     | Thread-3      | Store Id ->3    | Sale Amt. ->111.64993        
| Consumed ->31     | Thread-9      | Store Id ->3    | Sale Amt. ->111.64993        
| Produced ->31     | Thread-1      | Store Id ->1    | Sale Amt. ->463.78442        
| Consumed ->31     | Thread-8      | Store Id ->1    | Sale Amt. ->463.78442        
| Produced ->35     | Thread-4      | Store Id ->4    | Sale Amt. ->729.1708        
| Consumed ->35     | Thread-12      | Store Id ->4    | Sale Amt. ->729.1708        
| Produced ->36     | Thread-0      | Store Id ->0    | Sale Amt. ->513.5373        
| Consumed ->36     | Thread-8      | Store Id ->0    | Sale Amt. ->513.5373        
| Produced ->38     | Thread-2      | Store Id ->2    | Sale Amt. ->623.824        
| Consumed ->38     | Thread-8      | Store Id ->2    | Sale Amt. ->623.824        
| Produced ->38     | Thread-4      | Store Id ->4    | Sale Amt. ->206.6527        
| Consumed ->38     | Thread-6      | Store Id ->4    | Sale Amt. ->206.6527        
| Produced ->39     | Thread-1      | Store Id ->1    | Sale Amt. ->851.43414        
| Consumed ->39     | Thread-5      | Store Id ->1    | Sale Amt. ->851.43414        
| Produced ->39     | Thread-2      | Store Id ->2    | Sale Amt. ->48.43791        
| Consumed ->39     | Thread-10      | Store Id ->2    | Sale Amt. ->48.43791        
| Produced ->40     | Thread-4      | Store Id ->4    | Sale Amt. ->381.33664        
| Consumed ->40     | Thread-9      | Store Id ->4    | Sale Amt. ->381.33664        
| Produced ->40     | Thread-3      | Store Id ->3    | Sale Amt. ->753.60394        
| Consumed ->40     | Thread-14      | Store Id ->3    | Sale Amt. ->753.60394        
| Produced ->42     | Thread-0      | Store Id ->0    | Sale Amt. ->426.35077        
| Consumed ->42     | Thread-12      | Store Id ->0    | Sale Amt. ->426.35077        
| Produced ->44     | Thread-1      | Store Id ->1    | Sale Amt. ->482.18994        
| Consumed ->44     | Thread-6      | Store Id ->1    | Sale Amt. ->482.18994        
| Consumed ->44     | Thread-9      | Store Id ->2    | Sale Amt. ->6.051307        
| Produced ->44     | Thread-2      | Store Id ->2    | Sale Amt. ->6.051307        
| Produced ->45     | Thread-0      | Store Id ->0    | Sale Amt. ->262.35043        
| Consumed ->45     | Thread-10      | Store Id ->0    | Sale Amt. ->262.35043        
| Produced ->45     | Thread-4      | Store Id ->4    | Sale Amt. ->11.949396        
| Consumed ->45     | Thread-11      | Store Id ->4    | Sale Amt. ->11.949396        
| Produced ->45     | Thread-0      | Store Id ->0    | Sale Amt. ->112.93638        
| Consumed ->45     | Thread-8      | Store Id ->0    | Sale Amt. ->112.93638        
| Consumed ->47     | Thread-7      | Store Id ->3    | Sale Amt. ->113.17104        
| Produced ->48     | Thread-3      | Store Id ->3    | Sale Amt. ->113.17104        
| Produced ->48     | Thread-1      | Store Id ->1    | Sale Amt. ->52.02261        
| Consumed ->49     | Thread-7      | Store Id ->1    | Sale Amt. ->52.02261        
| Produced ->53     | Thread-3      | Store Id ->3    | Sale Amt. ->803.5547        
| Consumed ->53     | Thread-14      | Store Id ->3    | Sale Amt. ->803.5547        
| Produced ->53     | Thread-0      | Store Id ->0    | Sale Amt. ->675.6986        
| Consumed ->53     | Thread-10      | Store Id ->0    | Sale Amt. ->675.6986        
| Produced ->53     | Thread-4      | Store Id ->4    | Sale Amt. ->404.48868        
| Consumed ->53     | Thread-12      | Store Id ->4    | Sale Amt. ->404.48868        
| Produced ->53     | Thread-2      | Store Id ->2    | Sale Amt. ->376.85083        
| Consumed ->53     | Thread-11      | Store Id ->2    | Sale Amt. ->376.85083        
| Produced ->56     | Thread-3      | Store Id ->3    | Sale Amt. ->954.6376        
| Consumed ->56     | Thread-12      | Store Id ->3    | Sale Amt. ->954.6376        
| Produced ->56     | Thread-1      | Store Id ->1    | Sale Amt. ->717.2764        
| Consumed ->56     | Thread-6      | Store Id ->1    | Sale Amt. ->717.2764        
| Produced ->59     | Thread-4      | Store Id ->4    | Sale Amt. ->901.7305        
| Consumed ->59     | Thread-7      | Store Id ->4    | Sale Amt. ->901.7305        
| Produced ->59     | Thread-0      | Store Id ->0    | Sale Amt. ->173.44212        
| Consumed ->59     | Thread-13      | Store Id ->0    | Sale Amt. ->173.44212        
| Produced ->60     | Thread-2      | Store Id ->2    | Sale Amt. ->24.380814        
| Consumed ->60     | Thread-11      | Store Id ->2    | Sale Amt. ->24.380814        
| Produced ->60     | Thread-3      | Store Id ->3    | Sale Amt. ->589.8526        
| Consumed ->60     | Thread-9      | Store Id ->3    | Sale Amt. ->589.8526        
| Produced ->61     | Thread-4      | Store Id ->4    | Sale Amt. ->773.4542        
| Consumed ->61     | Thread-12      | Store Id ->4    | Sale Amt. ->773.4542        
| Consumed ->61     | Thread-6      | Store Id ->0    | Sale Amt. ->917.5311        
| Produced ->61     | Thread-0      | Store Id ->0    | Sale Amt. ->917.5311        
| Consumed ->63     | Thread-6      | Store Id ->3    | Sale Amt. ->579.42975        
| Produced ->63     | Thread-1      | Store Id ->1    | Sale Amt. ->282.63458        
| Produced ->62     | Thread-3      | Store Id ->3    | Sale Amt. ->579.42975        
| Consumed ->63     | Thread-13      | Store Id ->1    | Sale Amt. ->282.63458        
| Consumed ->64     | Thread-7      | Store Id ->3    | Sale Amt. ->893.4672        
| Produced ->65     | Thread-3      | Store Id ->3    | Sale Amt. ->893.4672        
| Produced ->66     | Thread-2      | Store Id ->2    | Sale Amt. ->517.7518        
| Consumed ->66     | Thread-11      | Store Id ->2    | Sale Amt. ->517.7518        
| Produced ->67     | Thread-0      | Store Id ->0    | Sale Amt. ->117.52378        
| Consumed ->67     | Thread-9      | Store Id ->0    | Sale Amt. ->117.52378        
| Produced ->67     | Thread-2      | Store Id ->2    | Sale Amt. ->238.67003        
| Consumed ->67     | Thread-13      | Store Id ->2    | Sale Amt. ->238.67003        
| Produced ->68     | Thread-1      | Store Id ->1    | Sale Amt. ->14.878244        
| Consumed ->68     | Thread-6      | Store Id ->1    | Sale Amt. ->14.878244        
| Consumed ->69     | Thread-12      | Store Id ->4    | Sale Amt. ->791.7918        
| Produced ->69     | Thread-4      | Store Id ->4    | Sale Amt. ->791.7918        
| Produced ->71     | Thread-3      | Store Id ->3    | Sale Amt. ->716.56824        
| Consumed ->71     | Thread-11      | Store Id ->3    | Sale Amt. ->716.56824        
| Produced ->72     | Thread-1      | Store Id ->1    | Sale Amt. ->185.93652        
| Consumed ->72     | Thread-9      | Store Id ->1    | Sale Amt. ->185.93652        
| Consumed ->72     | Thread-14      | Store Id ->4    | Sale Amt. ->523.81104        
| Produced ->72     | Thread-4      | Store Id ->4    | Sale Amt. ->523.81104        
| Produced ->72     | Thread-2      | Store Id ->2    | Sale Amt. ->549.7981        
| Consumed ->72     | Thread-5      | Store Id ->2    | Sale Amt. ->549.7981        
| Produced ->72     | Thread-2      | Store Id ->2    | Sale Amt. ->117.58794        
| Consumed ->72     | Thread-8      | Store Id ->2    | Sale Amt. ->117.58794        
| Produced ->73     | Thread-0      | Store Id ->0    | Sale Amt. ->657.7369        
| Consumed ->73     | Thread-13      | Store Id ->0    | Sale Amt. ->657.7369        
| Produced ->75     | Thread-1      | Store Id ->1    | Sale Amt. ->379.97235        
| Consumed ->75     | Thread-9      | Store Id ->1    | Sale Amt. ->379.97235        
| Produced ->80     | Thread-3      | Store Id ->3    | Sale Amt. ->989.8571        
| Consumed ->80     | Thread-5      | Store Id ->3    | Sale Amt. ->989.8571        
| Produced ->80     | Thread-4      | Store Id ->4    | Sale Amt. ->928.88965        
| Consumed ->80     | Thread-12      | Store Id ->4    | Sale Amt. ->928.88965        
| Produced ->80     | Thread-0      | Store Id ->0    | Sale Amt. ->76.416534        
| Consumed ->80     | Thread-10      | Store Id ->0    | Sale Amt. ->76.416534        
| Produced ->82     | Thread-4      | Store Id ->4    | Sale Amt. ->935.50775        
| Consumed ->82     | Thread-9      | Store Id ->4    | Sale Amt. ->935.50775        
| Consumed ->83     | Thread-12      | Store Id ->2    | Sale Amt. ->944.71313        
| Produced ->83     | Thread-2      | Store Id ->2    | Sale Amt. ->944.71313        
| Produced ->83     | Thread-0      | Store Id ->0    | Sale Amt. ->722.9431        
| Consumed ->83     | Thread-11      | Store Id ->0    | Sale Amt. ->722.9431        
| Produced ->83     | Thread-3      | Store Id ->3    | Sale Amt. ->230.96584        
| Consumed ->83     | Thread-6      | Store Id ->3    | Sale Amt. ->230.96584        
| Produced ->86     | Thread-1      | Store Id ->1    | Sale Amt. ->438.3305        
| Consumed ->86     | Thread-12      | Store Id ->1    | Sale Amt. ->438.3305        
| Produced ->88     | Thread-4      | Store Id ->4    | Sale Amt. ->141.12227        
| Consumed ->88     | Thread-10      | Store Id ->4    | Sale Amt. ->141.12227        
| Produced ->88     | Thread-0      | Store Id ->0    | Sale Amt. ->42.59129        
| Consumed ->88     | Thread-9      | Store Id ->0    | Sale Amt. ->42.59129        
| Produced ->88     | Thread-2      | Store Id ->2    | Sale Amt. ->326.46817        
| Consumed ->88     | Thread-5      | Store Id ->2    | Sale Amt. ->326.46817        
| Produced ->89     | Thread-3      | Store Id ->3    | Sale Amt. ->28.068043        
| Consumed ->89     | Thread-11      | Store Id ->3    | Sale Amt. ->28.068043        
| Produced ->90     | Thread-4      | Store Id ->4    | Sale Amt. ->916.88104        
| Consumed ->90     | Thread-11      | Store Id ->4    | Sale Amt. ->916.88104        
| Produced ->91     | Thread-2      | Store Id ->2    | Sale Amt. ->655.028        
| Consumed ->91     | Thread-6      | Store Id ->2    | Sale Amt. ->655.028        
| Produced ->94     | Thread-1      | Store Id ->1    | Sale Amt. ->639.7943        
| Consumed ->94     | Thread-10      | Store Id ->1    | Sale Amt. ->639.7943        
| Consumed ->94     | Thread-9      | Store Id ->0    | Sale Amt. ->819.54504        
| Produced ->94     | Thread-0      | Store Id ->0    | Sale Amt. ->819.54504        
| Produced ->94     | Thread-3      | Store Id ->3    | Sale Amt. ->944.35034        
| Consumed ->94     | Thread-12      | Store Id ->3    | Sale Amt. ->944.35034        
| Produced ->94     | Thread-1      | Store Id ->1    | Sale Amt. ->863.9824        
| Consumed ->94     | Thread-5      | Store Id ->1    | Sale Amt. ->863.9824        
| Produced ->94     | Thread-0      | Store Id ->0    | Sale Amt. ->843.27673        
| Consumed ->94     | Thread-7      | Store Id ->0    | Sale Amt. ->843.27673        
| Produced ->94     | Thread-4      | Store Id ->4    | Sale Amt. ->44.76134        
| Consumed ->94     | Thread-8      | Store Id ->4    | Sale Amt. ->44.76134        
| Produced ->97     | Thread-2      | Store Id ->2    | Sale Amt. ->414.069        
| Consumed ->97     | Thread-10      | Store Id ->2    | Sale Amt. ->414.069        
| Produced ->98     | Thread-3      | Store Id ->3    | Sale Amt. ->668.01556        
| Consumed ->98     | Thread-13      | Store Id ->1    | Sale Amt. ->541.8297        
| Consumed ->98     | Thread-6      | Store Id ->3    | Sale Amt. ->668.01556        
| Produced ->98     | Thread-1      | Store Id ->1    | Sale Amt. ->541.8297        
| Produced ->99     | Thread-2      | Store Id ->2    | Sale Amt. ->667.3083        
| Consumed ->99     | Thread-9      | Store Id ->2    | Sale Amt. ->667.3083        
| Produced ->99     | Thread-0      | Store Id ->0    | Sale Amt. ->819.08356        
| Consumed ->99     | Thread-14      | Store Id ->0    | Sale Amt. ->819.08356        
| Produced ->100     | Thread-4      | Store Id ->4    | Sale Amt. ->919.50793        
| Consumed ->100     | Thread-12      | Store Id ->4    | Sale Amt. ->919.50793        
| Produced ->100     | Thread-2      | Store Id ->2    | Sale Amt. ->153.39062        
| Consumed ->100     | Thread-7      | Store Id ->2    | Sale Amt. ->153.39062        
| Consumed ->101     | Thread-5      | Store Id ->3    | Sale Amt. ->403.09723        
| Produced ->100     | Thread-3      | Store Id ->3    | Sale Amt. ->403.09723        
| Produced ->104     | Thread-1      | Store Id ->1    | Sale Amt. ->329.30136        
| Consumed ->104     | Thread-13      | Store Id ->1    | Sale Amt. ->329.30136        
| Produced ->107     | Thread-4      | Store Id ->4    | Sale Amt. ->348.16727        
| Consumed ->107     | Thread-10      | Store Id ->4    | Sale Amt. ->348.16727        
| Produced ->108     | Thread-2      | Store Id ->2    | Sale Amt. ->3.520593        
| Consumed ->108     | Thread-9      | Store Id ->2    | Sale Amt. ->3.520593        
| Consumed ->111     | Thread-14      | Store Id ->0    | Sale Amt. ->332.1727        
| Produced ->111     | Thread-0      | Store Id ->0    | Sale Amt. ->332.1727        
| Produced ->111     | Thread-1      | Store Id ->1    | Sale Amt. ->497.76178        
| Consumed ->111     | Thread-12      | Store Id ->4    | Sale Amt. ->549.892        
| Produced ->111     | Thread-4      | Store Id ->4    | Sale Amt. ->549.892        
| Consumed ->111     | Thread-8      | Store Id ->1    | Sale Amt. ->497.76178        
| Produced ->113     | Thread-3      | Store Id ->3    | Sale Amt. ->272.9335        
| Consumed ->113     | Thread-13      | Store Id ->3    | Sale Amt. ->272.9335        
| Produced ->116     | Thread-3      | Store Id ->3    | Sale Amt. ->945.9783        
| Consumed ->116     | Thread-14      | Store Id ->2    | Sale Amt. ->106.00325        
| Consumed ->116     | Thread-13      | Store Id ->3    | Sale Amt. ->945.9783        
| Produced ->116     | Thread-2      | Store Id ->2    | Sale Amt. ->106.00325        
| Produced ->116     | Thread-0      | Store Id ->0    | Sale Amt. ->627.39795        
| Consumed ->116     | Thread-9      | Store Id ->0    | Sale Amt. ->627.39795        
| Produced ->118     | Thread-1      | Store Id ->1    | Sale Amt. ->880.91925        
| Consumed ->118     | Thread-12      | Store Id ->1    | Sale Amt. ->880.91925        
| Produced ->118     | Thread-4      | Store Id ->4    | Sale Amt. ->157.92888        
| Consumed ->118     | Thread-14      | Store Id ->4    | Sale Amt. ->157.92888        
| Consumed ->118     | Thread-8      | Store Id ->3    | Sale Amt. ->853.70654        
| Produced ->118     | Thread-3      | Store Id ->3    | Sale Amt. ->853.70654        
| Produced ->119     | Thread-2      | Store Id ->2    | Sale Amt. ->887.9904        
| Consumed ->119     | Thread-8      | Store Id ->2    | Sale Amt. ->887.9904        
| Produced ->121     | Thread-0      | Store Id ->0    | Sale Amt. ->443.26086        
| Consumed ->121     | Thread-13      | Store Id ->0    | Sale Amt. ->443.26086        
| Produced ->123     | Thread-2      | Store Id ->2    | Sale Amt. ->710.72314        
| Consumed ->123     | Thread-9      | Store Id ->2    | Sale Amt. ->710.72314        
| Produced ->123     | Thread-1      | Store Id ->1    | Sale Amt. ->473.44702        
| Consumed ->123     | Thread-12      | Store Id ->1    | Sale Amt. ->473.44702        
| Produced ->123     | Thread-4      | Store Id ->4    | Sale Amt. ->364.5541        
| Consumed ->123     | Thread-14      | Store Id ->4    | Sale Amt. ->364.5541        
| Produced ->124     | Thread-3      | Store Id ->3    | Sale Amt. ->767.3321        
| Consumed ->124     | Thread-13      | Store Id ->3    | Sale Amt. ->767.3321        
| Consumed ->124     | Thread-7      | Store Id ->0    | Sale Amt. ->890.16284        
| Produced ->124     | Thread-0      | Store Id ->0    | Sale Amt. ->890.16284        
| Produced ->125     | Thread-2      | Store Id ->2    | Sale Amt. ->350.64        
| Consumed ->125     | Thread-14      | Store Id ->2    | Sale Amt. ->350.64        
| Produced ->128     | Thread-1      | Store Id ->1    | Sale Amt. ->989.2488        
| Consumed ->128     | Thread-8      | Store Id ->1    | Sale Amt. ->989.2488        
| Produced ->129     | Thread-2      | Store Id ->2    | Sale Amt. ->503.82928        
| Consumed ->129     | Thread-12      | Store Id ->2    | Sale Amt. ->503.82928        
| Produced ->129     | Thread-0      | Store Id ->0    | Sale Amt. ->800.14935        
| Consumed ->129     | Thread-9      | Store Id ->0    | Sale Amt. ->800.14935        
| Produced ->129     | Thread-4      | Store Id ->4    | Sale Amt. ->304.19647        
| Consumed ->129     | Thread-6      | Store Id ->2    | Sale Amt. ->408.26636        
| Consumed ->129     | Thread-11      | Store Id ->4    | Sale Amt. ->304.19647        
| Produced ->129     | Thread-2      | Store Id ->2    | Sale Amt. ->408.26636        
| Produced ->131     | Thread-3      | Store Id ->3    | Sale Amt. ->339.49207        
| Consumed ->131     | Thread-7      | Store Id ->3    | Sale Amt. ->339.49207        
| Produced ->133     | Thread-1      | Store Id ->1    | Sale Amt. ->721.8667        
| Consumed ->133     | Thread-14      | Store Id ->1    | Sale Amt. ->721.8667        
| Produced ->134     | Thread-2      | Store Id ->2    | Sale Amt. ->731.525        
| Consumed ->134     | Thread-6      | Store Id ->2    | Sale Amt. ->731.525        
| Produced ->136     | Thread-0      | Store Id ->0    | Sale Amt. ->396.457        
| Consumed ->136     | Thread-9      | Store Id ->0    | Sale Amt. ->396.457        
| Produced ->136     | Thread-2      | Store Id ->2    | Sale Amt. ->254.7104        
| Consumed ->136     | Thread-12      | Store Id ->2    | Sale Amt. ->254.7104        
| Produced ->136     | Thread-4      | Store Id ->4    | Sale Amt. ->862.8558        
| Consumed ->136     | Thread-5      | Store Id ->4    | Sale Amt. ->862.8558        
| Produced ->136     | Thread-1      | Store Id ->1    | Sale Amt. ->610.111        
| Consumed ->136     | Thread-13      | Store Id ->1    | Sale Amt. ->610.111        
| Produced ->138     | Thread-3      | Store Id ->3    | Sale Amt. ->329.3234        
| Consumed ->138     | Thread-13      | Store Id ->3    | Sale Amt. ->329.3234        
| Produced ->138     | Thread-4      | Store Id ->4    | Sale Amt. ->409.415        
| Consumed ->138     | Thread-8      | Store Id ->4    | Sale Amt. ->409.415        
| Consumed ->143     | Thread-8      | Store Id ->1    | Sale Amt. ->867.0571        
| Produced ->143     | Thread-1      | Store Id ->1    | Sale Amt. ->867.0571        
| Produced ->145     | Thread-0      | Store Id ->0    | Sale Amt. ->272.86856        
| Consumed ->145     | Thread-9      | Store Id ->0    | Sale Amt. ->272.86856        
| Produced ->145     | Thread-2      | Store Id ->2    | Sale Amt. ->890.29974        
| Consumed ->145     | Thread-12      | Store Id ->2    | Sale Amt. ->890.29974        
| Produced ->145     | Thread-3      | Store Id ->3    | Sale Amt. ->900.58636        
| Consumed ->145     | Thread-13      | Store Id ->3    | Sale Amt. ->900.58636        
| Produced ->145     | Thread-1      | Store Id ->1    | Sale Amt. ->126.20738        
| Consumed ->145     | Thread-6      | Store Id ->1    | Sale Amt. ->126.20738        
| Produced ->146     | Thread-0      | Store Id ->0    | Sale Amt. ->741.28564        
| Consumed ->146     | Thread-8      | Store Id ->0    | Sale Amt. ->741.28564        
| Produced ->146     | Thread-4      | Store Id ->4    | Sale Amt. ->102.456795        
| Consumed ->146     | Thread-14      | Store Id ->4    | Sale Amt. ->102.456795        
| Produced ->146     | Thread-2      | Store Id ->2    | Sale Amt. ->252.49232        
| Consumed ->146     | Thread-7      | Store Id ->2    | Sale Amt. ->252.49232        
| Produced ->151     | Thread-4      | Store Id ->4    | Sale Amt. ->359.1083        
| Consumed ->151     | Thread-12      | Store Id ->4    | Sale Amt. ->359.1083        
| Produced ->151     | Thread-0      | Store Id ->0    | Sale Amt. ->618.2383        
| Consumed ->151     | Thread-10      | Store Id ->0    | Sale Amt. ->618.2383        
| Produced ->151     | Thread-3      | Store Id ->3    | Sale Amt. ->648.1631        
| Consumed ->151     | Thread-13      | Store Id ->3    | Sale Amt. ->648.1631        
| Produced ->151     | Thread-2      | Store Id ->2    | Sale Amt. ->578.42444        
| Consumed ->151     | Thread-11      | Store Id ->2    | Sale Amt. ->578.42444        
| Consumed ->151     | Thread-14      | Store Id ->1    | Sale Amt. ->168.97937        
| Produced ->151     | Thread-1      | Store Id ->1    | Sale Amt. ->168.97937        
| Produced ->155     | Thread-1      | Store Id ->1    | Sale Amt. ->34.27705        
| Consumed ->155     | Thread-10      | Store Id ->1    | Sale Amt. ->34.27705        
| Produced ->156     | Thread-3      | Store Id ->3    | Sale Amt. ->316.1062        
| Consumed ->156     | Thread-13      | Store Id ->3    | Sale Amt. ->316.1062        
| Produced ->156     | Thread-0      | Store Id ->0    | Sale Amt. ->215.70172        
| Consumed ->156     | Thread-7      | Store Id ->0    | Sale Amt. ->215.70172        
| Consumed ->156     | Thread-11      | Store Id ->2    | Sale Amt. ->80.040436        
| Produced ->157     | Thread-2      | Store Id ->2    | Sale Amt. ->80.040436        
| Produced ->157     | Thread-3      | Store Id ->3    | Sale Amt. ->192.9434        
| Consumed ->157     | Thread-9      | Store Id ->3    | Sale Amt. ->192.9434        
| Produced ->158     | Thread-4      | Store Id ->4    | Sale Amt. ->289.46088        
| Consumed ->158     | Thread-10      | Store Id ->4    | Sale Amt. ->289.46088        
| Produced ->159     | Thread-0      | Store Id ->0    | Sale Amt. ->254.9674        
| Consumed ->159     | Thread-14      | Store Id ->0    | Sale Amt. ->254.9674        
| Produced ->161     | Thread-1      | Store Id ->1    | Sale Amt. ->487.0559        
| Consumed ->161     | Thread-13      | Store Id ->0    | Sale Amt. ->128.31213        
| Produced ->161     | Thread-2      | Store Id ->2    | Sale Amt. ->119.54459        
| Consumed ->161     | Thread-7      | Store Id ->1    | Sale Amt. ->487.0559        
| Produced ->161     | Thread-0      | Store Id ->0    | Sale Amt. ->128.31213        
| Consumed ->161     | Thread-12      | Store Id ->2    | Sale Amt. ->119.54459        
| Produced ->164     | Thread-3      | Store Id ->3    | Sale Amt. ->343.46606        
| Consumed ->164     | Thread-11      | Store Id ->3    | Sale Amt. ->343.46606        
| Produced ->164     | Thread-1      | Store Id ->1    | Sale Amt. ->88.00277        
| Consumed ->164     | Thread-6      | Store Id ->1    | Sale Amt. ->88.00277        
| Consumed ->164     | Thread-14      | Store Id ->4    | Sale Amt. ->884.5092        
| Produced ->164     | Thread-4      | Store Id ->4    | Sale Amt. ->884.5092        
| Produced ->165     | Thread-3      | Store Id ->3    | Sale Amt. ->342.58527        
| Consumed ->165     | Thread-10      | Store Id ->3    | Sale Amt. ->342.58527        
| Produced ->168     | Thread-2      | Store Id ->2    | Sale Amt. ->642.1014        
| Consumed ->168     | Thread-7      | Store Id ->2    | Sale Amt. ->642.1014        
| Produced ->170     | Thread-4      | Store Id ->4    | Sale Amt. ->973.9987        
| Consumed ->170     | Thread-13      | Store Id ->4    | Sale Amt. ->973.9987        
| Produced ->170     | Thread-1      | Store Id ->1    | Sale Amt. ->701.60925        
| Produced ->170     | Thread-0      | Store Id ->0    | Sale Amt. ->775.71533        
| Consumed ->170     | Thread-11      | Store Id ->1    | Sale Amt. ->701.60925        
| Consumed ->170     | Thread-9      | Store Id ->0    | Sale Amt. ->775.71533        
| Produced ->172     | Thread-3      | Store Id ->3    | Sale Amt. ->921.37555        
| Consumed ->172     | Thread-6      | Store Id ->3    | Sale Amt. ->921.37555        
| Produced ->174     | Thread-1      | Store Id ->1    | Sale Amt. ->13.906469        
| Consumed ->174     | Thread-7      | Store Id ->1    | Sale Amt. ->13.906469        
| Produced ->174     | Thread-3      | Store Id ->3    | Sale Amt. ->273.15805        
| Consumed ->174     | Thread-10      | Store Id ->3    | Sale Amt. ->273.15805        
| Produced ->174     | Thread-4      | Store Id ->4    | Sale Amt. ->901.7089        
| Consumed ->174     | Thread-13      | Store Id ->4    | Sale Amt. ->901.7089        
| Produced ->175     | Thread-2      | Store Id ->2    | Sale Amt. ->615.25476        
